cbsa,city_name,month,pop19,vd,havd,change_medinc_1619,prosp19_ui,recovery19_ui,unemp_percent,com_vac,rev_dec,spend_all
10100,"Aberdeen, SD",1,42824,1.5366645,0.370181471,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",2,42824,1.5169214,0.345502704,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",3,42824,1.5202119,0.33069545,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",4,42824,1.4988236,0.347147971,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",5,42824,1.4988236,0.355374217,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",6,42824,1.4823712,0.322469175,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",7,42824,1.4905974,0.312597662,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",8,42824,1.4905974,0.302726179,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",9,42824,1.4971784,0.306016684,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",10,42824,1.4840164,0.25665915,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",11,42824,1.4823711,0.243497148,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10100,"Aberdeen, SD",12,42824,1.4724996,0.241851896,5588,58.515766,-9.2899446,",,",",,",",,",",,"
10140,"Aberdeen, WA",1,72779,3.3278131,0.773777246,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",2,72779,3.2164578,0.710961342,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",3,72779,3.2949777,0.70667851,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",4,72779,3.3021157,0.755218029,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",5,72779,3.2978327,0.735231102,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",6,72779,3.145076,0.685263991,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",7,72779,3.1136682,0.662421823,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",8,72779,3.1467431,0.670007169,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",9,72779,3.1496062,0.668575525,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",10,72779,3.1052256,0.622763038,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",11,72779,3.0794559,0.556907654,6719,38.186752,14.73326,",,",",,",",,",",,"
10140,"Aberdeen, WA",12,72779,3.0608447,0.556907654,6719,38.186752,14.73326,",,",",,",",,",",,"
10180,"Abilene, TX",1,170669,2.3211982,0.587557614,6038,37.603764,0.29568848,3,",,",",,",",,"
10180,"Abilene, TX",2,170669,2.2935483,0.56635946,6038,37.603764,0.29568848,3,",,",",,",",,"
10180,"Abilene, TX",3,170669,2.0979078,0.496194333,6038,37.603764,0.29568848,4.4,",,",",,",",,"
10180,"Abilene, TX",4,170669,2.1332612,0.525724709,6038,37.603764,0.29568848,9.5,",,",",,",",,"
10180,"Abilene, TX",5,170669,2.1303499,0.52281332,6038,37.603764,0.29568848,9.1,",,",",,",",,"
10180,"Abilene, TX",6,170669,2.2380733,0.488707721,6038,37.603764,0.29568848,6,",,",",,",",,"
10180,"Abilene, TX",7,170669,2.2626128,0.492035091,6038,37.603764,0.29568848,5.9,",,",",,",",,"
10180,"Abilene, TX",8,170669,2.2638605,0.4916192,6038,37.603764,0.29568848,4.9,",,",",,",",,"
10180,"Abilene, TX",9,170669,2.2434804,0.478725612,6038,37.603764,0.29568848,6,",,",",,",",,"
10180,"Abilene, TX",10,170669,2.235162,0.439213067,6038,37.603764,0.29568848,5.1,",,",",,",",,"
10180,"Abilene, TX",11,170669,2.246392,0.384311438,6038,37.603764,0.29568848,6.2,",,",",,",",,"
10180,"Abilene, TX",12,170669,2.2488873,0.383479595,6038,37.603764,0.29568848,5.7,",,",",,",",,"
10220,"Ada, OK",1,38355,2.1060338,0.350721896,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",2,38355,2.0311224,0.337101609,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",3,38355,2.0753882,0.326886415,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",4,38355,2.0753882,0.340506673,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",5,38355,2.0617681,0.335399061,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",6,38355,2.0668755,0.323481351,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",7,38355,2.0668755,0.33029148,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",8,38355,2.0447426,0.33029148,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",9,38355,2.068578,0.326886415,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",10,38355,2.0294199,0.292835742,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",11,38355,2.0311224,0.260487616,6351,32.742668,3.026825,",,",",,",",,",",,"
10220,"Ada, OK",12,38355,2.0157995,0.246867344,6351,32.742668,3.026825,",,",",,",",,",",,"
10300,"Adrian, MI",1,98381,4.7463784,1.05276823,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",2,98381,4.6303954,1.001670837,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",3,98381,4.7179909,1.000859737,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",4,98381,4.730968,1.042224288,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",5,98381,4.7066364,1.116842628,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",6,98381,4.7325902,1.060067773,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",7,98381,4.7244797,1.0884552,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",8,98381,4.7163692,1.069800615,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",9,98381,4.6814928,1.054390311,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",10,98381,4.7455678,0.983016193,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",11,98381,4.6944704,0.892176449,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10300,"Adrian, MI",12,98381,4.6376953,0.908397853,6150,54.187447,-1.2860708,",,",",,",",,",",,"
10420,"Akron, OH",1,703845,4.1903868,1.018298507,5536,55.579983,-1.5750071,4.3,0.03875041,",,",",,"
10420,"Akron, OH",2,703845,4.1617284,0.980223596,5536,55.579983,-1.5750071,4.3,0.03875041,",,",",,"
10420,"Akron, OH",3,703845,4.2045112,0.947266281,5536,55.579983,-1.5750071,5,0.03875041,",,",",,"
10420,"Akron, OH",4,703845,4.2141323,0.978790641,5536,55.579983,-1.5750071,16.2,0.03573608,",,",",,"
10420,"Akron, OH",5,703845,4.2311225,0.978585958,5536,55.579983,-1.5750071,13.1,0.03573608,",,",",,"
10420,"Akron, OH",6,703845,4.2509789,0.911750197,5536,55.579983,-1.5750071,10.9,0.03573608,",,",",,"
10420,"Akron, OH",7,703845,4.26582,0.916765451,5536,55.579983,-1.5750071,9.2,0.036934633,",,",",,"
10420,"Akron, OH",8,703845,4.2242651,0.910010219,5536,55.579983,-1.5750071,9,0.036934633,",,",",,"
10420,"Akron, OH",9,703845,4.2232418,0.91195488,5536,55.579983,-1.5750071,8.3,0.036934633,",,",",,"
10420,"Akron, OH",10,703845,4.2467003,0.835847676,5536,55.579983,-1.5750071,6.4,0.035425771,",,",",,"
10420,"Akron, OH",11,703845,4.239583,0.765806913,5536,55.579983,-1.5750071,5.7,0.035425771,",,",",,"
10420,"Akron, OH",12,703845,4.2187462,0.770242453,5536,55.579983,-1.5750071,5.7,0.035425771,",,",",,"
10460,"Alamogordo, NM",1,66137,2.1914811,0.615802646,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",2,66137,2.1297245,0.592864454,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",3,66137,2.0997283,0.584042072,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",4,66137,2.0926704,0.596393406,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",5,66137,2.094435,0.589335501,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",6,66137,2.117373,0.541694582,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",7,66137,2.1209021,0.543459117,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",8,66137,2.0767901,0.522285342,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",9,66137,2.0785546,0.522285342,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",10,66137,2.0538518,0.465822071,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",11,66137,2.0326781,0.432296991,486,41.478539,0.092778347,",,",",,",",,",",,"
10460,"Alamogordo, NM",12,66137,2.0150335,0.425239086,486,41.478539,0.092778347,",,",",,",",,",",,"
10500,"Albany, GA",1,148436,1.1359082,0.261014193,6170,27.875057,8.2366076,3.9,",,",",,",",,"
10500,"Albany, GA",2,148436,1.1100196,0.248601839,6170,27.875057,8.2366076,4,",,",",,",",,"
10500,"Albany, GA",3,148436,1.1367106,0.237924442,6170,27.875057,8.2366076,5.4,",,",",,",",,"
10500,"Albany, GA",4,148436,1.1509151,0.247512445,6170,27.875057,8.2366076,11.7,",,",",,",",,"
10500,"Albany, GA",5,148436,1.1658298,0.249998227,6170,27.875057,8.2366076,8.6,",,",",,",",,"
10500,"Albany, GA",6,148436,1.1832303,0.235438675,6170,27.875057,8.2366076,7.6,",,",",,",",,"
10500,"Albany, GA",7,148436,1.236852,0.23153244,6170,27.875057,8.2366076,8.4,",,",",,",",,"
10500,"Albany, GA",8,148436,1.2529391,0.232643083,6170,27.875057,8.2366076,6.6,",,",",,",",,"
10500,"Albany, GA",9,148436,1.2522298,0.230869889,6170,27.875057,8.2366076,7.5,",,",",,",",,"
10500,"Albany, GA",10,148436,1.3648708,0.237623304,6170,27.875057,8.2366076,5.7,",,",",,",",,"
10500,"Albany, GA",11,148436,1.3551161,0.2122612,6170,27.875057,8.2366076,7,",,",",,",",,"
10500,"Albany, GA",12,148436,1.329754,0.214212134,6170,27.875057,8.2366076,7.1,",,",",,",",,"
10540,"Albany, OR",1,125048,3.5932887,0.879865766,9111,47.041363,-4.3014193,3.8,",,",",,",",,"
10540,"Albany, OR",2,125048,3.5557046,0.844295263,9111,47.041363,-4.3014193,3.8,",,",",,",",,"
10540,"Albany, OR",3,125048,3.6046979,0.814765096,9111,47.041363,-4.3014193,3.8,",,",",,",",,"
10540,"Albany, OR",4,125048,3.6120806,0.855704665,9111,47.041363,-4.3014193,15.2,",,",",,",",,"
10540,"Albany, OR",5,125048,3.6073825,0.851006687,9111,47.041363,-4.3014193,13.5,",,",",,",",,"
10540,"Albany, OR",6,125048,3.6261744,0.800000012,9111,47.041363,-4.3014193,10.8,",,",",,",",,"
10540,"Albany, OR",7,125048,3.6382551,0.802684546,9111,47.041363,-4.3014193,10,",,",",,",",,"
10540,"Albany, OR",8,125048,3.6395974,0.799328864,9111,47.041363,-4.3014193,8.1,",,",",,",",,"
10540,"Albany, OR",9,125048,3.614094,0.804026842,9111,47.041363,-4.3014193,8.3,",,",",,",",,"
10540,"Albany, OR",10,125048,3.6053691,0.724161088,9111,47.041363,-4.3014193,6.9,",,",",,",",,"
10540,"Albany, OR",11,125048,3.557718,0.640268445,9111,47.041363,-4.3014193,5.8,",,",",,",",,"
10540,"Albany, OR",12,125048,3.5523491,0.632885933,9111,47.041363,-4.3014193,5.9,",,",",,",",,"
10580,"Albany-Schenectady-Troy, NY",1,880736,3.9424014,0.999694109,7527,55.255795,-12.149899,3.7,0.027550839,",,",",,"
10580,"Albany-Schenectady-Troy, NY",2,880736,3.8642855,0.96214205,7527,55.255795,-12.149899,3.6,0.027550839,",,",",,"
10580,"Albany-Schenectady-Troy, NY",3,880736,3.9163313,0.922613561,7527,55.255795,-12.149899,3.9,0.027550839,",,",",,"
10580,"Albany-Schenectady-Troy, NY",4,880736,3.9067316,0.961295009,7527,55.255795,-12.149899,13,0.026516428,",,",",,"
10580,"Albany-Schenectady-Troy, NY",5,880736,3.9056964,0.958942115,7527,55.255795,-12.149899,10,0.026516428,",,",",,"
10580,"Albany-Schenectady-Troy, NY",6,880736,3.920943,0.897578895,7527,55.255795,-12.149899,10.6,0.026516428,",,",",,"
10580,"Albany-Schenectady-Troy, NY",7,880736,3.9228253,0.90586102,7527,55.255795,-12.149899,11.6,0.027523557,",,",",,"
10580,"Albany-Schenectady-Troy, NY",8,880736,3.950213,0.899931788,7527,55.255795,-12.149899,8.9,0.027523557,",,",",,"
10580,"Albany-Schenectady-Troy, NY",9,880736,3.9367545,0.891273141,7527,55.255795,-12.149899,5.7,0.027523557,",,",",,"
10580,"Albany-Schenectady-Troy, NY",10,880736,3.9206607,0.815604329,7527,55.255795,-12.149899,5.8,0.030669902,",,",",,"
10580,"Albany-Schenectady-Troy, NY",11,880736,3.8866851,0.743323684,7527,55.255795,-12.149899,5.1,0.030669902,",,",",,"
10580,"Albany-Schenectady-Troy, NY",12,880736,3.8706274,0.744293451,7527,55.255795,-12.149899,5.4,0.030669902,",,",",,"
10620,"Albemarle, NC",1,61588,3.4337356,0.590100706,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",2,61588,3.4186347,0.57499969,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",3,61588,3.4163115,0.557575464,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",4,61588,3.4221194,0.564545155,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",5,61588,3.4395437,0.566868424,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",6,61588,3.4767156,0.534343183,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",7,61588,3.4755538,0.536666393,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",8,61588,3.4732306,0.537828028,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",9,61588,3.4953012,0.534343183,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",10,61588,3.4894931,0.471615911,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",11,61588,3.44419,0.414696753,8483,44.689831,10.18145,",,",",,",",,",",,"
10620,"Albemarle, NC",12,61588,3.4674225,0.394949287,8483,44.689831,10.18145,",,",",,",",,",",,"
10660,"Albert Lea, MN",1,30463,2.3409886,0.680272102,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",2,30463,2.2504041,0.625210941,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",3,30463,2.3321078,0.635867894,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",4,30463,2.259285,0.658958077,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",5,30463,2.2859275,0.653629601,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",6,30463,2.2894797,0.623434782,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",7,30463,2.2521803,0.596792221,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",8,30463,2.2344186,0.593239903,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",9,30463,2.2308662,0.586135209,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",10,30463,2.2166569,0.531074047,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",11,30463,2.2166569,0.476012856,4804,55.457047,-10.531253,",,",",,",",,",",,"
10660,"Albert Lea, MN",12,30463,2.227314,0.468908191,4804,55.457047,-10.531253,",,",",,",",,",",,"
10700,"Albertville, AL",1,95643,1.9575592,0.503974259,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",2,95643,1.9429747,0.477236092,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",3,95643,1.963231,0.460220873,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",4,95643,1.9705232,0.474805325,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",5,95643,1.9867281,0.472374588,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",6,95643,2.0037434,0.448877394,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",7,95643,1.9988818,0.434292942,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",8,95643,1.9988818,0.432672441,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",9,95643,1.9948306,0.44968766,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",10,95643,2.0069842,0.426190466,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",11,95643,1.9915897,0.375955075,6152,32.060707,9.0497427,",,",",,",",,",",,"
10700,"Albertville, AL",12,95643,1.9834871,0.36380136,6152,32.060707,9.0497427,",,",",,",",,",",,"
10740,"Albuquerque, NM",1,912108,2.7029321,0.618819416,4361,43.941307,-1.9163582,4.5,0.053138237,",,",",,"
10740,"Albuquerque, NM",2,912108,2.6647243,0.595138609,4361,43.941307,-1.9163582,4.5,0.053138237,",,",-0.011320069
10740,"Albuquerque, NM",3,912108,2.6909237,0.575351715,4361,43.941307,-1.9163582,5.8,0.053138237,",,",-0.121201843
10740,"Albuquerque, NM",4,912108,2.7277455,0.596184313,4361,43.941307,-1.9163582,12.8,0.052300882,",,",-0.316666663
10740,"Albuquerque, NM",5,912108,2.7321908,0.594724715,4361,43.941307,-1.9163582,9.4,0.052300882,",,",-0.215612903
10740,"Albuquerque, NM",6,912108,2.7499714,0.552860439,4361,43.941307,-1.9163582,8.3,0.052300882,",,",-0.146949992
10740,"Albuquerque, NM",7,912108,2.7737234,0.554519057,4361,43.941307,-1.9163582,12.5,0.050387796,",,",-0.114854842
10740,"Albuquerque, NM",8,912108,2.7697425,0.552462339,4361,43.941307,-1.9163582,10.8,0.050387796,",,",-0.100758068
10740,"Albuquerque, NM",9,912108,2.7680838,0.549012363,4361,43.941307,-1.9163582,9.5,0.050387796,",,",-0.067939997
10740,"Albuquerque, NM",10,912108,2.7623782,0.50436157,4361,43.941307,-1.9163582,7.6,0.049062241,",,",-0.056435809
10740,"Albuquerque, NM",11,912108,2.7556772,0.455862731,4361,43.941307,-1.9163582,6.6,0.049062241,",,",-0.103451669
10740,"Albuquerque, NM",12,912108,2.7169311,0.44703871,4361,43.941307,-1.9163582,7.7,0.049062241,",,",-0.060544446
10760,"Alexander City, AL",1,51298,2.266309,0.496272057,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",2,51298,2.2202265,0.471458435,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",3,51298,2.2414954,0.467913657,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",4,51298,2.2391322,0.485637635,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",5,51298,2.2344058,0.456097662,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",6,51298,2.2474034,0.43601045,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",7,51298,2.2568562,0.437192053,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",8,51298,2.2733986,0.425376058,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",9,51298,2.2438586,0.433647245,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",10,51298,2.2143185,0.382838458,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",11,51298,2.2107739,0.337937623,4546,35.390312,11.254139,",,",",,",",,",",,"
10760,"Alexander City, AL",12,51298,2.1989579,0.333211243,4546,35.390312,11.254139,",,",",,",",,",",,"
10780,"Alexandria, LA",1,153310,0.98689246,0.224264145,4531,32.999977,1.5729476,5.6,",,",",,",",,"
10780,"Alexandria, LA",2,153310,0.96606094,0.211244449,4531,32.999977,1.5729476,5.7,",,",",,",",,"
10780,"Alexandria, LA",3,153310,0.9914493,0.210918963,4531,32.999977,1.5729476,7.2,",,",",,",",,"
10780,"Alexandria, LA",4,153310,0.98884535,0.221009225,4531,32.999977,1.5729476,10.9,",,",",,",",,"
10780,"Alexandria, LA",5,153310,1.002516,0.220032752,4531,32.999977,1.5729476,10.2,",,",",,",",,"
10780,"Alexandria, LA",6,153310,1.0093514,0.210593462,4531,32.999977,1.5729476,6.4,",,",",,",",,"
10780,"Alexandria, LA",7,153310,1.1398078,0.230177566,4531,32.999977,1.5729476,6.4,",,",",,",",,"
10780,"Alexandria, LA",8,153310,1.1458839,0.229820147,4531,32.999977,1.5729476,5.3,",,",",,",",,"
10780,"Alexandria, LA",9,153310,1.1380208,0.234466583,4531,32.999977,1.5729476,5.5,",,",",,",",,"
10780,"Alexandria, LA",10,153310,1.1367413,0.217628241,4531,32.999977,1.5729476,6.6,",,",",,",",,"
10780,"Alexandria, LA",11,153310,1.1446031,0.199760571,4531,32.999977,1.5729476,6.2,",,",",,",",,"
10780,"Alexandria, LA",12,153310,1.1467472,0.20118998,4531,32.999977,1.5729476,5.3,",,",",,",",,"
10820,"Alexandria, MN",1,37513,4.8268151,1.58911407,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",2,37513,4.7887526,1.536777973,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",3,37513,4.831573,1.512988806,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",4,37513,4.8196783,1.539156914,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",5,37513,4.8696356,1.551051497,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",6,37513,4.9243503,1.501094341,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",7,37513,4.9314871,1.515367746,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",8,37513,4.936245,1.522504449,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",9,37513,4.9172139,1.52726233,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",10,37513,4.933866,1.394043207,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",11,37513,4.891046,1.270339727,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10820,"Alexandria, MN",12,37513,4.912456,1.260824084,7472,60.087921,-3.6401491,",,",",,",",,",",,"
10860,"Alice, TX",1,52240,0.92478424,0.160295933,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",2,52240,0.93094945,0.155672014,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",3,52240,0.91707766,0.146424174,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",4,52240,0.92170161,0.149506778,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",5,52240,0.93865597,0.151048079,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",6,52240,0.94173861,0.138717636,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",7,52240,0.96331692,0.143341556,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",8,52240,0.96948212,0.1325524,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",9,52240,0.96639949,0.141800255,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",10,52240,0.96343911,0.126072004,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",11,52240,0.96810848,0.105838224,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10860,"Alice, TX",12,52240,0.96343911,0.102725334,-1860,23.636379,-0.03373896,",,",",,",",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",1,837610,4.6016855,1.189035177,7211,56.843716,-11.765682,4.7,0.050119404,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",2,837610,4.5394087,1.137996912,7211,56.843716,-11.765682,4.7,0.050119404,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",3,837610,4.6127114,1.11278379,7211,56.843716,-11.765682,5.6,0.050119404,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,837610,4.6847901,1.156453133,7211,56.843716,-11.765682,16.7,0.047057908,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",5,837610,4.698916,1.154597282,7211,56.843716,-11.765682,14.1,0.047057908,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",6,837610,4.5824046,0.946423292,7211,56.843716,-11.765682,14.2,0.047057908,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",7,837610,4.5990047,0.969828725,7211,56.843716,-11.765682,12.6,0.049630597,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",8,837610,4.6072469,0.963683963,7211,56.843716,-11.765682,10.4,0.049630597,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",9,837610,4.5941515,0.956466138,7211,56.843716,-11.765682,7.8,0.049630597,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",10,837610,4.5517726,0.877482414,7211,56.843716,-11.765682,7.2,0.053262442,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",11,837610,4.5402241,0.795302212,7211,56.843716,-11.765682,7.3,0.053262442,",,",",,"
10900,"Allentown-Bethlehem-Easton, PA-NJ",12,837610,4.5523911,0.82180196,7211,56.843716,-11.765682,7.1,0.053262442,",,",",,"
10940,"Alma, MI",1,40916,1.9223546,0.520497978,5703,48.716324,7.0692792,",,",",,",",,",",,"
10940,"Alma, MI",2,40916,2.0082099,0.527205408,5703,48.716324,7.0692792,",,",",,",",,",",,"
10940,"Alma, MI",3,40916,1.9223546,0.469521374,5703,48.716324,7.0692792,",,",",,",",,",",,"
10940,"Alma, MI",4,40916,1.9089397,0.484277755,5703,48.716324,7.0692792,",,",",,",",,",",,"
10940,"Alma, MI",5,40916,1.8901588,0.476228803,5703,48.716324,7.0692792,",,",",,",",,",",,"
10940,"Alma, MI",6,40916,1.8700365,0.45342347,5703,48.716324,7.0692792,",,",",,",",,",",,"
10940,"Alma, MI",7,40916,1.9827216,0.452082008,5703,48.716324,7.0692792,",,",",,",",,",",,"
10940,"Alma, MI",8,40916,1.8311332,0.450740516,5703,48.716324,7.0692792,",,",",,",",,",",,"
10940,"Alma, MI",9,40916,1.7975961,0.45342347,5703,48.716324,7.0692792,",,",",,",",,",",,"
