cbsa,city_name,date,venturedensity,highlyactiveventuredensity,prosperity11,prosperity19,recovery,medinc16,medinc17,medinc18,medinc19,change_medinc_1619,pct_black,pct_hisp,pct_native,pct_asian,pct_pacific,pct_white
10540,"Albany-Lebanon, OR",2020q3,3.6306489,.8020133972167969,51.34278213977814,47.041363,-4.3014193,46782,49515,52097,55893,9111,.49261084,9.1109018,.70692855,1.0475978,.09836223,84.913795
10540,"Albany-Lebanon, OR",2018q4,3.4902685,.7604026084167787,51.34278213977814,47.041363,-4.3014193,46782,49515,52097,55893,9111,.49261084,9.1109018,.70692855,1.0475978,.09836223,84.913795
10540,"Albany-Lebanon, OR",2019q4,3.5847874,1.225503325462341,51.34278213977814,47.041363,-4.3014193,46782,49515,52097,55893,9111,.49261084,9.1109018,.70692855,1.0475978,.09836223,84.913795
10540,"Albany-Lebanon, OR",2020q4,3.5718122,.6657718420028687,51.34278213977814,47.041363,-4.3014193,46782,49515,52097,55893,9111,.49261084,9.1109018,.70692855,1.0475978,.09836223,84.913795
10580,"Albany-Schenectady-Troy, NY",2019q1,3.9577422,.9140490889549255,67.40569288080388,55.255795,-12.149899,63758,65743,68651,71285,7527,7.1953459,5.1586399,.1365903,4.3335347,.027249936,79.702774
10580,"Albany-Schenectady-Troy, NY",2020q1,3.9076726,.9614832401275635,67.40569288080388,55.255795,-12.149899,63758,65743,68651,71285,7527,7.1953459,5.1586399,.1365903,4.3335347,.027249936,79.702774
10580,"Albany-Schenectady-Troy, NY",2019q2,3.9488955,.9098138809204102,67.40569288080388,55.255795,-12.149899,63758,65743,68651,71285,7527,7.1953459,5.1586399,.1365903,4.3335347,.027249936,79.702774
10580,"Albany-Schenectady-Troy, NY",2020q2,3.9111238,.9392719864845276,67.40569288080388,55.255795,-12.149899,63758,65743,68651,71285,7527,7.1953459,5.1586399,.1365903,4.3335347,.027249936,79.702774
10580,"Albany-Schenectady-Troy, NY",2019q3,3.9323311,.9357427358627319,67.40569288080388,55.255795,-12.149899,63758,65743,68651,71285,7527,7.1953459,5.1586399,.1365903,4.3335347,.027249936,79.702774
10580,"Albany-Schenectady-Troy, NY",2020q3,3.9365976,.8990219831466675,67.40569288080388,55.255795,-12.149899,63758,65743,68651,71285,7527,7.1953459,5.1586399,.1365903,4.3335347,.027249936,79.702774
10580,"Albany-Schenectady-Troy, NY",2018q4,3.7357481,.8803562208943958,67.40569288080388,55.255795,-12.149899,63758,65743,68651,71285,7527,7.1953459,5.1586399,.1365903,4.3335347,.027249936,79.702774
10580,"Albany-Schenectady-Troy, NY",2019q4,3.9390759,1.395308375358582,67.40569288080388,55.255795,-12.149899,63758,65743,68651,71285,7527,7.1953459,5.1586399,.1365903,4.3335347,.027249936,79.702774
10580,"Albany-Schenectady-Troy, NY",2020q4,3.8926578,.7677404880523682,67.40569288080388,55.255795,-12.149899,63758,65743,68651,71285,7527,7.1953459,5.1586399,.1365903,4.3335347,.027249936,79.702774
10620,"Albemarle, NC",2019q1,2.6473219,.5145956873893738,34.50838128003207,44.689831,10.18145,44140,46017,49590,52623,8483,11.193739,4.2053647,.11852958,1.792557,0,80.822563
10620,"Albemarle, NC",2020q1,3.422894,.5742253065109253,34.50838128003207,44.689831,10.18145,44140,46017,49590,52623,8483,11.193739,4.2053647,.11852958,1.792557,0,80.822563
10620,"Albemarle, NC",2019q2,3.0283318,.5250502228736877,34.50838128003207,44.689831,10.18145,44140,46017,49590,52623,8483,11.193739,4.2053647,.11852958,1.792557,0,80.822563
10620,"Albemarle, NC",2020q2,3.4461262,.5552522540092468,34.50838128003207,44.689831,10.18145,44140,46017,49590,52623,8483,11.193739,4.2053647,.11852958,1.792557,0,80.822563
10620,"Albemarle, NC",2019q3,3.3239629,.5477017164230347,34.50838128003207,44.689831,10.18145,44140,46017,49590,52623,8483,11.193739,4.2053647,.11852958,1.792557,0,80.822563
10620,"Albemarle, NC",2020q3,3.4813619,.5362792015075684,34.50838128003207,44.689831,10.18145,44140,46017,49590,52623,8483,11.193739,4.2053647,.11852958,1.792557,0,80.822563
10620,"Albemarle, NC",2018q4,2.6565218,.5180805408133633,34.50838128003207,44.689831,10.18145,44140,46017,49590,52623,8483,11.193739,4.2053647,.11852958,1.792557,0,80.822563
10620,"Albemarle, NC",2019q4,3.3880453,.8102268576622009,34.50838128003207,44.689831,10.18145,44140,46017,49590,52623,8483,11.193739,4.2053647,.11852958,1.792557,0,80.822563
10620,"Albemarle, NC",2020q4,3.4670353,.4270873069763184,34.50838128003207,44.689831,10.18145,44140,46017,49590,52623,8483,11.193739,4.2053647,.11852958,1.792557,0,80.822563
10660,"Albert Lea, MN",2019q1,2.3729596,.6127777099609375,65.98829981486003,55.457047,-10.531253,48827,51174,52447,53631,4804,.99464923,9.7396841,.19367757,2.4685683,0,85.05072
10660,"Albert Lea, MN",2020q1,2.3078334,.6471169590950012,65.98829981486003,55.457047,-10.531253,48827,51174,52447,53631,4804,.99464923,9.7396841,.19367757,2.4685683,0,85.05072
10660,"Albert Lea, MN",2019q2,2.3853927,.5772544145584106,65.98829981486003,55.457047,-10.531253,48827,51174,52447,53631,4804,.99464923,9.7396841,.19367757,2.4685683,0,85.05072
10660,"Albert Lea, MN",2020q2,2.2782307,.6453408002853394,65.98829981486003,55.457047,-10.531253,48827,51174,52447,53631,4804,.99464923,9.7396841,.19367757,2.4685683,0,85.05072
10660,"Albert Lea, MN",2019q3,2.3853927,.6243228316307068,65.98829981486003,55.457047,-10.531253,48827,51174,52447,53631,4804,.99464923,9.7396841,.19367757,2.4685683,0,85.05072
10660,"Albert Lea, MN",2020q3,2.2391551,.5920557975769043,65.98829981486003,55.457047,-10.531253,48827,51174,52447,53631,4804,.99464923,9.7396841,.19367757,2.4685683,0,85.05072
