cbsa,city_name,q418_venturedensity,q119_venturedensity,q219_venturedensity,q319_venturedensity,q419_venturedensity,q120_venturedensity,q220_venturedensity,q320_venturedensity,q420_venturedensity,q418_highlyactiveventuredensity,q119_highlyactiveventuredensity,q219_highlyactiveventuredensity,q319_highlyactiveventuredensity,q419_highlyactiveventuredensity,q120_highlyactiveventuredensity,q220_highlyactiveventuredensity,q320_highlyactiveventuredensity,q420_highlyactiveventuredensity,prosperity11,prosperity19,recovery,medinc16,medinc17,medinc18,medinc19,change_medinc_1619,pct_black,pct_hisp,pct_native,pct_asian,pct_pacific,pct_white
11020,"Altoona, PA",2.567470073699951,2.8783572,2.9082816,2.9848094,3.0088174,2.9975929,3.035424,3.0998616,3.1208558,.6541851667584935,.74374706,.74686414,.77044439,1.1826367,.86845177,.90815365,.90732217,.73666662,61.58639017740885,54.272083,-7.3143067,44033,45664,47969,49181,5148,1.6003963,1.2682998,.12504365,.61385059,.048718303,94.571159
11060,"Altus, OK",1.044089794158936,.92294008,.85754186,.85055864,.83985102,.89013034,.89106148,.91247672,.89292365,.1167574920187924,.11953741,.12569833,.13268155,.20810056,.16014898,.15735568,.14711359,.13314711,32.25607986450196,34.907997,2.6519172,44331,45189,45757,49703,5372,6.5435104,24.11124,1.5161792,1.2289032,.05984918,62.721939
11100,"Amarillo, TX",2.66340708732605,2.7146251,2.7573152,2.7685668,2.7837896,2.7691185,2.7627203,2.7740824,2.7456224,.5658916424971375,.58310002,.59699911,.61056727,.9148581,.64575624,.63329118,.60372806,.51757574,57.52289269520686,47.843983,-9.6789103,51672,53665,54912,55515,3843,5.7658772,28.779722,.40185612,3.349812,.22405374,59.635448
11140,"Americus, GA",1.309089064598084,1.2180238,1.2254963,1.2267418,1.2313082,1.2378309,1.2940427,1.3475533,1.333433,.2814656166089621,.28146562,.26901138,.27274764,.40102622,.27900562,.29585305,.29568955,.26319942,12.35718315839768,28.338356,15.981173,35153,35189,36809,38156,3003,48.128101,5.8126683,0,1.1619668,0,43.613434
11180,"Ames, IA",3.318908929824829,3.1948547,3.1987765,3.2043321,3.2190385,3.2244852,3.2639198,3.2848353,3.2305856,.8288708452373191,.83858401,.815054,.84217882,1.2980732,.92159271,.91505665,.86189616,.70132554,79.04568903786796,63.047783,-15.997906,51201,52671,54554,58600,7399,1.8789889,3.2787018,.17354494,6.363585,.090827256,86.084778
11220,"Amsterdam, NY",2.456932306289673,2.5130906,2.5250936,2.5055888,2.5215926,2.4970868,2.5145907,2.5350957,2.5290945,.5806364258195675,.59263927,.5911389,.59639013,.88895893,.61914551,.61664492,.58663785,.50211799,53.1814936469583,42.476143,-10.705351,44455,47449,45837,49462,5007,1.8924181,14.096791,.14806701,.68759888,0,81.270538
11260,"Anchorage, AK",3.25980281829834,3.6938779,3.3473771,3.3488874,3.3625402,3.3370707,3.3798356,3.3865287,3.3502793,.6862496145169688,.87282705,.69708884,.73289394,1.1125346,.76840293,.76366442,.73067278,.6167717,69.85325830632991,58.684208,-11.16905,79225,80724,81745,83048,3823,4.1847582,8.0533972,7.0208073,7.3023314,1.8362998,63.532967
11380,"Andrews, TX",2,2.1058531,2.097846,2.1138601,2.0444658,2.0097685,2.0151067,2.1325433,2.1058531,.2241973,.19216911,.24821843,.26423252,.47241575,.30693677,.30960578,.37633118,.34430298,57.74280166625977,41.880707,-15.862095,70121,70753,74233,76158,6037,.67642492,56.281879,0,.36039034,.17187847,40.175205
11420,"Angola, IN",2.353752851486206,2.4969029,2.458456,2.4392328,2.4306889,2.3559315,2.3829865,2.4036338,2.3181968,.7667990287154514,.78815842,.79670215,.7411679,.97398436,.56459767,.58595699,.57598931,.47204068,57.27945957183838,53.529724,-3.7497354,50418,52749,56101,58279,7861,.33088556,3.5410559,.092880152,.44118074,.052245088,93.800247
11460,"Ann Arbor, MI",5.725305557250977,5.8352046,5.8913875,5.9117498,5.9085083,5.8706098,5.8828549,5.906569,5.8996987,1.308495454838292,1.3169727,1.3040074,1.3574476,2.0459371,1.4169272,1.3950413,1.3379166,1.1451551,66.71260430262639,60.90453,-5.808075,62484,65618,69434,72586,10102,11.777929,4.7217984,.24059945,9.0869207,.033514988,70.127518
11500,"Anniston-Oxford, AL",1.553313970565796,1.6259911,1.5962586,1.6086471,1.6247523,1.6573753,1.6895854,1.7170466,1.7027998,.4298810479713826,.43669474,.43483648,.43297821,.64451188,.45135447,.44330195,.42513216,.37206805,26.32062155859811,36.660343,10.339722,41954,43686,45197,47255,5301,20.661676,3.7969604,.19194193,.87857056,.012214486,72.072449
11540,"Appleton, WI",3.970424175262451,4.0820932,4.0582013,4.0493078,4.1421771,4.172883,4.1778383,4.2289853,4.2193398,1.007979926244644,1.0350577,1.0377123,1.0539057,1.5548429,1.1450496,1.1270864,1.0808949,.92895913,80.58688204216234,65.943634,-14.643248,61840,63415,65031,67616,5776,1.2770129,4.3038177,1.2846521,3.2317891,.025463866,88.248001
11580,"Arcadia, FL",.7146050930023193,.87771165,.9423852,.93037438,.88017541,.86477697,.8968057,.90419698,.87340009,.1533685574356037,.15336856,.1699989,.20787908,.24113974,.17431046,.17246264,.16075982,.14536138,6.50083327293396,29.671303,23.170469,35513,35435,35057,35438,-75,12.511178,31.56654,.084004007,.22491397,.11110208,54.757065
11620,"Ardmore, OK",.6842290759086609,.89483887,.8776564,.87448668,.88535684,.92875391,.95279598,1.0408833,1.0804758,.1741847069717058,.20158458,.19370426,.19335206,.29308534,.20843336,.20217922,.22443534,.20475625,36.92944556016188,33.966793,-2.9626524,46913,47754,49216,51195,4282,5.830564,8.735569,6.8993869,1.1647426,.035969991,70.179161
11640,"Arecibo, PR",,.17307466,.17340061,.19768322,.20773306,.18991494,.1629705,.17068443,.17046714,,.032268159,.029660631,.034060836,.050683822,.033245981,.029769277,.028248221,.026944455,,,,,17298,17402,17954,,.10356267,99.139931,.0055381106,0,0,.62912935
11660,"Arkadelphia, AR",1.955921649932861,1.9546053,1.9944952,1.9605887,1.9679018,1.9811985,2.0038028,2.0144401,1.9612536,.5385136810163947,.59834856,.6103155,.59834856,.87159443,.59834856,.58904088,.57042563,.53984332,18.17871650060018,38.861866,20.683149,35595,37144,39752,41620,6025,24.238363,4.7306352,.3573662,.69686413,.031269543,68.690254
11700,"Asheville, NC",4.04369068145752,4.2163377,4.2654238,4.2440681,4.2660613,4.2431545,4.2774515,4.4481702,4.616807,1.051343187144442,1.0407609,1.0734003,1.0772252,1.6159015,1.1205742,1.108292,1.0668129,.90633619,39.82056184042068,41.114738,1.2941766,46443,48159,50765,52735,6292,4.5678339,6.9135976,.3922078,1.1352457,.077913329,85.149811
11740,"Ashland, OH",2.484307289123535,2.8474395,2.9294162,2.9126863,2.8895433,2.8811781,2.9514441,2.9765389,2.9388967,.7085137741396618,.73277235,.74281031,.80512941,1.1882455,.81530678,.80554765,.76344395,.65665102,49.77657660316019,47.081566,-2.6950107,48509,50893,52730,52823,4314,.73595339,1.3803796,.026150627,.65750152,0,95.597359
11780,"Ashtabula, OH",1.64991295337677,1.7021531,1.6809011,1.6779125,1.6932981,1.6882064,1.6773591,1.694405,1.6556643,.3832003017014891,.41375005,.40511641,.40843707,.61199147,.42326918,.4062233,.39227667,.3243145,48.65873975753785,43.296108,-5.3626313,41158,43017,44823,46700,5542,3.370132,4.2256975,.14923848,.54482263,.012266176,89.496063
11820,"Astoria, OR",5.876541137695313,6.0567656,5.9194722,5.8085804,5.8147416,5.8464246,5.6431246,5.6730475,5.5991197,1.465346564448845,1.4415842,1.5313531,1.4930694,2.2534652,1.6431243,1.549835,1.4521452,1.2514851,50.82841382707868,42.388683,-8.4397306,47492,49828,52583,54886,7394,.80302799,8.5136309,.36059538,.98971921,.30177486,85.51992
11860,"Atchison, KS",1.308141350746155,1.6422006,1.6901163,1.6922944,1.735128,1.7641678,1.7540039,1.7801397,1.738032,.3441216151544191,.34847757,.35283354,.38114735,.53796226,.40946117,.41091317,.39784524,.3615455,56.92277063642229,47.400627,-9.5221434,46103,46640,48667,50439,4336,2.8952544,3.0427833,.28276372,.47946888,0,88.123924
11900,"Athens, OH",3.014661312103272,3.1142333,3.158978,4.2000389,4.1751804,4.3029518,3.9231186,3.9564285,3.8415837,.8322517946410727,.80838817,.82181156,.79496467,1.1931928,.81236547,.79247892,.74922568,.61598581,31.54479345679283,33.170471,1.6256777,34221,37191,37778,40905,6684,2.8945491,1.9236312,.21238831,2.6214786,.060682375,89.611176
11940,"Athens, TN",1.494071125984192,1.6551384,1.701581,1.6926877,1.7338604,1.6884058,1.6907115,1.7134387,1.7098155,.2964426924752964,.30731225,.33003953,.31373519,.46936756,.32444006,.32147563,.31982872,.26251647,27.38883316516876,31.45351,4.0646772,38661,39990,41398,43285,4624,3.6246772,4.014853,.38640603,.78223664,.069741577,89.212677
11980,"Athens, TX",2.53434157371521,2.6622248,2.7211888,2.6455183,2.5636239,2.6166914,2.6661556,2.7477226,2.7329814,.450091900022603,.44812641,.45500556,.47711706,.72967952,.48776332,.48514271,.4704017,.38719696,35.28751347859701,31.302286,-3.9852273,43434,44888,45798,47355,3921,6.3525348,12.763044,.7672382,.64758849,.03207105,78.176888
12020,"Athens-Clarke County, GA",3.376563310623169,3.5402305,3.5386746,3.5336952,3.5383635,3.5322433,3.554857,3.6063092,3.5971806,.8122364700711093,.81130284,.83121979,.85066986,1.2698586,.87323195,.85736072,.8243733,.69927025,24.54274406671524,38.676849,14.134106,40955,42418,45246,47214,6259,20.45122,8.5964975,.095463336,3.0831299,.036458358,65.58139
12060,"Atlanta-Sandy Springs-Alpharetta, GA",6.799258708953857,7.0199704,7.0406528,7.1032457,7.1433911,7.0941615,7.3109484,7.47756,7.5296793,1.361039339166502,1.4231861,1.4281962,1.4561565,2.1643796,1.4795396,1.4678085,1.4255593,1.2419251,43.30272761132982,46.034508,2.7317801,59183,61733,64766,68316,9133,33.63097,10.688548,.16650109,5.8296533,.033945002,47.066383
12100,"Atlantic City-Hammonton, NJ",2.56462025642395,2.7180829,2.7623312,2.7272186,2.7279158,2.7538924,2.8014429,2.8298411,2.8139911,.5523341696416542,.5595988,.57809067,.58931786,.892012,.61529452,.60949749,.58065897,.49370322,46.70080360872992,50.414204,3.7134001,55456,57514,59989,62110,6654,14.01289,18.845943,.23787603,7.853291,.038706526,56.395031
12120,"Atmore, AL",1.457103848457336,1.5704347,1.5726718,1.6095836,1.6024996,1.5838572,1.5905684,1.6569353,1.6375473,.3243775467461578,.36464509,.34674841,.37359345,.52683383,.35345966,.33929145,.34003714,.30722654,9.162971292223249,26.128073,16.965101,32334,35026,35000,36275,3941,31.977764,2.3342419,3.9830532,.27525163,.14842001,60.234234
12140,"Auburn, IN",2.724486589431763,2.7549729,2.7565954,2.651134,2.6100314,2.6154394,2.6792572,2.7782285,2.8031065,.6003180262079372,.60356295,.62141025,.6303339,.95077395,.66738057,.64736998,.64250249,.52892882,65.33073272705079,55.464348,-9.8663845,50398,51374,53808,56421,6023,.56607729,2.8001025,.046590723,.3284646,0,95.014793
12180,"Auburn, NY",3.163745880126953,3.3374772,3.2904389,3.2532003,3.2064419,3.1819897,3.2394807,3.296412,3.2590799,.7726851762227243,.81085014,.8069303,.81281006,1.2084355,.80394375,.79498404,.77650476,.65984237,66.55429975803082,50.90353,-15.650769,53114,54664,56579,58377,5263,4.1007428,2.9525347,.11365838,.56441718,.0064578624,90.091057
12220,"Auburn-Opelika, AL",2.479208946228027,2.6709683,2.6819777,2.6752763,2.684052,2.6602781,2.6953804,2.7571285,2.7158034,.6050365613451532,.62370461,.63902199,.65769005,.98294502,.68098527,.66822076,.64859533,.55557418,31.58530807495117,39.429535,7.8442268,45056,47564,48056,51463,6407,22.72575,3.6766531,.18367752,4.1116462,0,67.441917
12260,"Augusta-Richmond County, GA-SC",2.230875968933106,2.4280691,2.4551415,2.430542,2.4240341,2.4482,2.4776585,2.5373571,2.523387,.4771336863602954,.49186131,.49628663,.50969273,.76408356,.52912945,.52079946,.5059616,.43433216,23.40001479922621,32.126064,8.7260494,47178,49064,51104,53269,6091,34.990726,5.4678326,.2144706,1.840678,.13075034,54.568089
12300,"Augusta-Waterville, ME",1.924256443977356,2.1597462,2.1758308,2.1958151,2.2640533,2.252193,2.24017,2.2343209,2.1509726,.5194035335829128,.50106502,.53274715,.54956305,.84859353,.65200192,.64176613,.58262616,.45232329,67.23068964070288,54.215714,-13.014977,48570,50116,52929,55365,6795,.75727087,1.5605365,.5108704,.91003919,.03942408,94.575081
12380,"Austin, MN",2.036612510681152,1.9925836,2.0305588,2.0473127,2.1124663,2.099808,2.0961735,2.1008246,2.0302968,.475807550772908,.50037974,.46017066,.55287492,.85109234,.59643477,.56881535,.53420967,.43216962,69.15673857468825,60.79916,-8.3575783,51778,53700,53665,54295,2517,3.9339814,11.58339,.12058181,3.6877935,.62300599,78.571609
12420,"Austin-Round Rock-Georgetown, TX",9.268106460571289,9.5591507,9.4802866,9.5138369,9.618989,9.7356825,9.9118004,9.8900986,9.9908009,1.998782981815188,1.9885963,2.057128,2.0350213,3.0799129,2.1266654,2.0715065,1.9689873,1.7376568,67.18461243793217,50.588207,-16.596405,66093,69717,73213,76844,10751,6.9272208,32.421383,.18458779,5.8033776,.036321655,52.095425
12460,"Bainbridge, GA",1.151688814163208,1.0423952,1.0830081,1.0683422,1.0664622,1.0815039,1.3003618,1.3469913,1.3439829,.2211141500733287,.23239547,.26398322,.24818933,.37115589,.27376038,.32264614,.32114196,.2376601,25.95144993066788,30.986042,5.0345922,33514,36934,39148,41481,7967,42.047073,6.0827522,.11243535,.24735777,0,50.209881
12540,"Bakersfield, CA",1.860466003417969,1.9796833,1.9944571,2.0361576,2.0529888,2.0408161,2.077662,2.1362104,2.1207597,.3850288407065285,.39989513,.40415108,.42157885,.63331389,.43907964,.43320543,.41845837,.35524839,26.84003700489222,31.267303,4.4272666,49788,50826,52479,53350,3562,5.1553497,53.329441,.48476806,4.5885668,.12561385,34.16077
12580,"Baltimore-Columbia-Towson, MD",5.395152568817139,5.842391,5.9988661,6.3627052,6.4649153,6.4302201,6.5038834,6.6237135,6.6597557,1.11559247573294,1.1466625,1.1490149,1.1644444,1.7714509,1.2514721,1.2296425,1.1739656,1.023597,67.44610125223795,59.410706,-8.0353956,72801,75646,78686,81598,8797,28.861605,5.8277998,.20441708,5.5205841,.035362691,56.546406
12620,"Bangor, ME",3.128961801528931,3.2663391,3.2307775,3.3825073,3.440196,3.5871844,3.6501689,3.7258599,3.5728965,.8930955203952171,.91215676,.90326631,.93734628,1.4017224,.98189712,.98655349,.95473552,.79900551,47.03012752532959,46.509552,-.52057552,45302,47886,49374,50808,5506,.82161635,1.3579401,1.1088855,.96986306,.038214713,93.626709
12660,"Baraboo, WI",3.759241580963135,3.6988745,3.6462622,3.746912,3.7141244,3.8052428,3.7785554,3.5856438,3.4487753,1.004209108217815,1.0007777,.97790283,1.031087,1.5240415,1.0507213,1.0465275,.99353397,.8189221,66.90588929918077,56.505974,-10.399916,53225,54447,56732,59943,6718,.81662023,5.1328182,1.0841337,.60542536,0,90.852913
12680,"Bardstown, KY",2.39993166923523,2.3310308,2.3126521,2.3180127,2.3458359,2.3397098,2.3545148,2.3846354,2.4000745,.5352073364080606,.54217142,.57586569,.52838743,.7887522,.55850804,.55085027,.52940845,.42374888,44.41332747719505,55.162159,10.748832,51408,55182,57469,60127,8719,5.0930996,2.1577218,.043811612,.54107338,0,90.365829
12700,"Barnstable Town, MA",7.874926567077637,8.2315884,8.1511278,8.3395634,8.4205933,8.4383049,8.5057335,8.5460901,8.5173731,1.564415444865932,1.6008501,1.6296943,1.6693549,2.5145645,1.7494987,1.7134435,1.6443694,1.3678198,70.022424232669,58.916664,-11.105761,65382,68048,70621,74336,8954,2.8539176,3.0988872,.57003409,1.4632592,.035129465,89.2724
12740,"Barre, VT",2.995742082595825,3.1510987,3.0809972,3.0944118,3.0905173,2.8975403,2.8245385,2.8138959,2.8117676,.794481892024025,.80746365,.81179088,.81308907,1.2336972,.83394897,.79420191,.76520091,.63615972,78.02864532470703,62.004456,-16.024189,58171,60602,62108,62791,4620,.84661525,1.9451585,.19194517,.8277635,.059982862,94.185089
12780,"Bartlesville, OK",2.401127099990845,2.4525671,2.4744549,2.4980702,2.5236061,2.5040224,2.5431898,2.582741,2.5740089,.4875349943466684,.50341564,.5114795,.52184737,.76664329,.52376729,.53528708,.51839137,.43789741,56.67839986627752,47.62249,-9.0559101,50038,50388,52103,54997,4959,2.6982231,6.0054736,10.32263,2.2106156,.019273022,72.790352
12860,"Batavia, NY",1.995993971824646,2.0957284,2.0920191,2.1113071,2.0539374,2.0692692,2.0939975,2.1051252,2.1019106,.4992655327482604,.51113516,.50074929,.53042328,.78339446,.56380659,.56405383,.5378418,.42755333,71.45745468139648,57.083023,-14.374432,52641,54033,59338,60524,7883,2.0170219,3.2971215,.8303349,.78708827,0,90.522072
12900,"Batesville, AR",1.134753942489624,1.223623,1.2022042,1.1633067,1.1647174,1.177088,1.2013531,1.207342,1.1983038,.188285705923671,.19101553,.21030138,.21843998,.3497526,.23616734,.23038109,.22105731,.18904731,26.53481332115505,32.072628,5.5378146,37592,39945,43523,40436,2844,1.4679471,5.0470991,.23274566,.50947475,.014661144,90.193527
12940,"Baton Rouge, LA",2.452419757843018,2.564878,2.5454569,2.5019433,2.4960082,2.4791641,2.5245302,2.592593,2.5697863,.5255883353196676,.53329885,.54971188,.56936914,.84498602,.57681566,.56884706,.55071169,.47877458,47.67050223628332,42.068546,-5.6019559,53004,55329,56913,58912,5908,35.145695,4.013494,.16071299,1.937686,.031252999,56.809525
12980,"Battle Creek, MI",2.509357929229736,2.3933713,2.3732681,2.3800597,2.335597,2.3743548,2.410758,2.6478488,2.5603282,.5683832241058179,.52757406,.49660417,.51480573,.74517798,.5248574,.50710857,.54314846,.46844551,48.43955031308261,49.970634,1.5310842,44681,46213,47426,48607,3926,10.370906,5.2387266,.44109321,2.4088755,.011921437,77.522133
13020,"Bay City, MI",2.425846576690674,2.590143,2.6169648,2.5968485,2.6456156,2.5972548,2.5952229,2.6287503,2.5625081,.5961778821140541,.61568475,.6126368,.61873269,.93449968,.63112766,.62299979,.62096786,.51510257,56.58736264705658,51.998665,-4.5886979,45851,45983,48005,48819,2968,1.6742872,5.3292861,.27472529,.58211023,0,90.063782
13060,"Bay City, TX",1.517763733863831,1.5590612,1.5479647,1.4517949,1.4394654,1.4055594,1.390764,1.4252865,1.4277524,.2626176534519428,.24227405,.27556363,.26076823,.39855006,.28111187,.2755636,.27618009,.22747868,40.98671245574951,32.218971,-8.7677412,41253,44896,45500,48913,7660,10.292598,42.453907,.26921195,1.9307119,.32631752,43.631371
