cbsa,city_name,q418_venturedensity,q119_venturedensity,q219_venturedensity,q319_venturedensity,q419_venturedensity,q120_venturedensity,q220_venturedensity,q320_venturedensity,q420_venturedensity,q418_highlyactiveventuredensity,q119_highlyactiveventuredensity,q219_highlyactiveventuredensity,q319_highlyactiveventuredensity,q419_highlyactiveventuredensity,q120_highlyactiveventuredensity,q220_highlyactiveventuredensity,q320_highlyactiveventuredensity,q420_highlyactiveventuredensity,prosperity11,prosperity19,recovery,medinc16,medinc17,medinc18,medinc19,change_medinc_1619,pct_black,pct_hisp,pct_native,pct_asian,pct_pacific,pct_white
15940,"Canton-Massillon, OH",2.909634113311768,2.9621251,2.9385219,2.9844067,3.005996,2.9876797,2.9980652,2.9477115,2.888231,.6121342570960169,.61897409,.62879306,.6263383,.95631301,.65869063,.64188504,.61400163,.51266462,46.61237813667817,50.981621,4.3692427,48705,50217,52205,53978,5273,6.9340763,2.024086,.10231753,.85456401,.0052534672,87.17804
15980,"Cape Coral-Fort Myers, FL",5.893383979797363,6.3829713,6.4429183,6.506258,6.535666,6.4788861,6.5301614,6.6143508,6.5737834,1.318479797032978,1.4367992,1.4561405,1.4789315,2.1514664,1.4909775,1.4596468,1.4007556,1.2171829,40.11088072260221,42.305641,2.1947606,50390,52052,54691,57832,7442,8.1463871,21.381403,.16909209,1.6002051,.037696552,67.186646
16020,"Cape Girardeau, MO-IL",2.691106557846069,2.1199458,2.0919135,2.0692382,2.0375986,2.0201967,2.0586917,2.1061513,2.1126552,.4825058554117119,.50377035,.50834501,.48646083,.72059482,.50412631,.47248662,.44576862,.3749308,33.21409965936955,43.006001,9.7919006,45728,46872,49419,51429,5701,8.1680002,2.1098003,.18973766,1.4271573,.032997854,85.716057
16060,"Carbondale-Marion, IL",2.956495523452759,3.025044,3.0061605,2.9755883,2.9865565,2.9863257,3.025656,3.0486708,3.0509796,.7583799907523435,.75366807,.73025542,.72943652,1.0844567,.79432154,.77186501,.70288217,.63291723,33.4282112121582,37.793491,4.3652802,40630,42407,43587,45052,4422,9.3005171,3.4403553,.2093434,2.0527284,.016718397,82.662292
16100,"Carlsbad-Artesia, NM",.8141061067581177,1.0814008,1.1151946,1.1151946,1.1156639,1.1424173,1.1635383,1.1906577,1.1912831,.1914980604274912,.20698686,.19713034,.20487475,.30555204,.21121109,.20839494,.2045611,.18732938,44.9570255279541,37.9818,-6.9752254,59625,60703,62982,65328,5703,1.4480704,49.128735,1.4168918,.45901752,0,46.788609
16140,"Carroll, IA",3.00223445892334,3.01651,3.0703025,3.1778874,3.2413347,3.2178867,3.1751287,3.2220244,3.2027144,.7696443944221459,.82343692,.82343692,.8730914,1.3220507,.89516008,.86619496,.84826416,.72412795,73.01836675008138,57.242672,-15.775695,53785,54563,57674,59212,5427,.093683742,2.494946,.01479217,.20215966,0,96.942955
16180,"Carson City, NV",5.013999938964844,5.0803609,4.6465759,4.2824678,4.009119,3.9333673,3.9593325,4.0000668,3.8671441,.8632825744023841,.86042404,.8497045,.88114858,1.3199363,.91163981,.8880567,.83374423,.69701022,46.02607898712158,56.48761,10.461531,47948,49341,52034,55718,7770,1.9608201,24.146935,2.0064631,2.619904,.041991491,66.981911
16220,"Casper, WY",3.021659135818481,3.0263667,3.1195772,3.2906284,3.2660036,3.2950904,3.2685943,3.1760225,3.2578242,.5911574957595628,.62669194,.62272555,.66090214,1.0203576,.68850172,.69634151,.6557377,.57492965,66.59315045674642,54.896835,-11.696315,56983,59400,60550,62772,5789,1.0755231,8.4485826,.98216176,.5800854,.17178495,86.689156
15860,"Ca̱on City, CO",3.291865110397339,3.5830288,3.7107334,3.6368499,3.680161,3.77018,3.6750655,3.6865304,3.6011822,.9770452081246336,.7706123,.8088966,.82163513,1.2681205,.88362932,.86069995,.83352441,.69170213,31.29873776435852,37.761307,6.4625692,42308,44712,46296,49409,7101,4.4293232,13.28797,1.1643879,.65721351,.010566133,79.093849
16260,"Cedar City, UT",6.957220554351807,7.6031489,7.728013,7.8718781,7.7804923,7.7750635,7.8438292,7.8754978,7.6863914,1.571661473585776,1.5743756,1.6856678,1.6788816,2.5013573,1.6929063,1.6530945,1.5209917,1.3029315,30.78527144023351,40.655994,9.8707228,43799,45422,46809,51807,8008,.52525723,8.7145844,1.9760607,.79472011,.13277879,85.849297
16300,"Cedar Rapids, IA",4.38242244720459,4.6058979,4.6791744,4.5660801,4.5623012,4.5211926,4.5495815,4.5316882,4.4271951,.9184134295280964,.94263715,.94899696,.98867673,1.4743741,1.0062354,.99637306,.9595449,.77797723,79.01306683643192,63.339062,-15.674006,60537,62399,64218,64687,4150,4.6819921,2.9908612,.18922001,1.9851438,.10775543,87.391876
16340,"Cedartown, GA",1.792997002601624,1.6143771,1.5700717,1.547919,1.5548418,1.5608414,1.5474575,1.5917629,1.5779175,.2866004030556864,.2990613,.32398304,.30252266,.44582283,.3156758,.30967611,.28613886,.24506409,20.54612505435944,32.724754,12.178629,39356,40652,43491,44891,5535,11.935669,13.081035,0,.36747161,.016703255,72.005348
16380,"Celina, OH",2.080009937286377,2.187788,2.1808317,2.2199614,2.2057588,2.1993821,2.2417002,2.3240175,2.2892356,.5895460417349498,.6191197,.63651067,.62346745,.95911384,.65274227,.64288735,.63013399,.54375869,76.81349420547485,61.593727,-15.219767,55220,57052,59417,62952,7732,.81939143,1.9274044,0,.55767536,.57724291,95.377167
16420,"Central City, KY",1.014608502388001,1.1134212,1.0805931,1.1653991,1.1653991,1.2217624,1.1537315,1.1655482,1.1821828,.139519618690157,.17508344,.16961208,.17234775,.24210757,.15656452,.14910908,.14878871,.1386577,27.30098462104797,38.203396,10.902411,40445,40037,43110,43590,3145,4.216342,1.5249912,.17446932,.78511196,.071080096,92.045494
16460,"Centralia, IL",1.667425870895386,1.5803316,1.5920726,1.5451088,1.5286714,1.5278887,1.5513706,1.5756352,1.5944207,.3428356756163997,.3569248,.35457662,.37453622,.55769503,.36240393,.34361839,.33970475,.2888273,37.85446900129318,43.106316,5.2518468,43427,44679,46102,47519,4092,3.6245131,2.026866,.21460932,.64382797,0,91.171875
16500,"Centralia, WA",4.766438484191895,4.9451613,5.0604725,4.8135662,4.8087249,4.448122,3.8580709,3.6975746,3.4713542,.5431051448259775,.56247032,.59239829,.60032046,.87319332,.6032545,.59679949,.58154207,.47620723,30.94872220357259,35.180557,4.2318349,44526,46387,50216,53484,8958,.44660568,10.237379,.56433553,1.2259262,.18043381,83.388573
16540,"Chambersburg-Waynesboro, PA",2.693017959594727,2.6610239,2.6011236,2.5981407,2.5701151,2.5707736,2.5710936,2.5842412,2.5668931,.5930206393045666,.61210787,.60934949,.59093142,.9079712,.6432972,.61725247,.57574093,.47710136,55.08620569441054,50.100121,-4.9860849,55751,58267,59713,63379,7628,3.4960136,5.6400709,.097309709,.81286043,0,88.080856
16580,"Champaign-Urbana, IL",3.129593372344971,3.0978472,3.0938714,3.0608406,3.0596173,3.0494225,3.0728703,3.0886719,3.0968277,.6884445074838899,.71291161,.70495981,.70480686,1.0713553,.74533063,.72799969,.68966782,.58058512,62.90941050113776,54.083214,-8.8261967,50268,50720,52581,53641,3373,12.418977,5.6291232,.13122837,9.9905891,.06362588,69.267372
16620,"Charleston, WV",1.674913287162781,1.8284247,1.9649749,2.0113392,2.0380938,2.0632811,2.0955887,2.1079533,2.0937119,.4499801905624152,.45767435,.45948598,.47824129,.73252201,.50207758,.48458266,.44105792,.35918164,34.24930360597723,36.535107,2.2858031,45176,45155,44096,45225,49,5.0872164,.94012791,.22869,.86478138,.006436639,90.740326
16660,"Charleston-Mattoon, IL",2.240378379821777,2.5688097,2.6742702,2.6619015,2.6916301,2.6859879,2.7007439,2.7068198,2.645901,.5958487691960644,.61713928,.55855012,.56440902,.87493163,.58979768,.57938182,.54639828,.47653687,46.54653785342262,47.380489,.83395147,40094,43253,45697,48142,8048,3.2063549,2.2769301,.15597613,1.078969,.032160029,91.923012
16700,"Charleston-North Charleston, SC",4.98570728302002,5.2450471,5.3568177,5.3696899,5.4551578,5.4625878,5.5124731,5.6153131,5.62679,1.029167034997854,1.0728078,1.0867268,1.1267045,1.7151737,1.1798688,1.1678684,1.128379,.98800319,40.41757771174113,41.078712,.66113478,55125,57666,60884,63649,8524,25.43886,5.5923243,.27243102,1.7595687,.084569819,64.18914
16740,"Charlotte-Concord-Gastonia, NC-SC",4.650793552398682,4.8299913,4.864882,4.8599672,4.8875761,4.9210205,4.9634557,5.012485,4.9821148,1.002712381928001,1.0156523,1.0432917,1.0494506,1.5862057,1.0837042,1.061172,1.0129824,.88660735,42.22473379777324,43.785046,1.5603118,55191,57871,60822,63217,8026,22.460794,10.142601,.30205533,3.6870079,.04006977,60.940777
16820,"Charlottesville, VA",3.846392869949341,4.0043359,4.0160894,4.1133833,4.0544848,4.0292363,4.0534401,4.0724196,4.0079927,.9418586601987673,.92984378,.96144807,1.008985,1.5170037,1.0488603,1.0384127,1.0004528,.85949612,51.43861124250624,46.203465,-5.2351465,61664,63486,67224,72697,11033,11.913482,5.3312912,.18798301,4.3755946,.047343869,75.453598
16860,"Chattanooga, TN-GA",3.375157594680786,3.6351941,3.6471996,3.6581678,3.6770411,3.6838589,3.747148,3.7722957,3.7471974,.7582831862772388,.77532822,.78525883,.81216037,1.209681,.84261918,.83881491,.80022889,.67849249,33.39902708692065,39.448757,6.0497303,47751,49471,51473,53126,5375,13.189647,4.5569201,.18949711,1.622951,.033980034,78.230125
16940,"Cheyenne, WY",6.87730884552002,6.8721848,6.9885731,7.0717068,7.165926,7.2382274,7.1510625,7.2588854,7.3845944,1.376250741216482,1.2258533,1.1994015,1.2424802,1.8890383,1.3147818,1.2414724,1.0381713,1.4155507,72.53223419189453,54.643417,-17.888817,61201,62879,64220,66910,5709,1.986371,14.624695,.77807158,1.1808381,.11289667,78.845604
16980,"Chicago-Naperville-Elgin, IL-IN-WI",5.955344200134277,6.1891055,6.1408648,6.1166134,6.1247964,6.1282516,6.3630233,6.5278573,6.5139604,1.272673140631942,1.3132612,1.3089044,1.3711487,2.0002549,1.3077646,1.444394,1.4632286,1.2193359,62.34293536552742,56.898926,-5.4440098,63327,65757,68715,71770,8443,16.26939,22.117819,.099993639,6.572226,.024009831,52.897034
17020,"Chico, CA",4.178029537200928,4.300983,4.2079148,4.2270327,4.2226357,4.1883526,4.2430868,4.3211379,4.2600803,1.211364954134409,1.2270739,1.1918029,1.221887,1.8357203,1.2664944,1.2413996,1.2531567,1.1357843,20.91370023091634,30.413462,9.4997616,44366,46516,48443,52537,8171,1.4799595,16.34775,.75237912,4.4536061,.21079016,71.97731
17060,"Chillicothe, OH",1.522909283638001,1.7142857,1.6962805,1.6929637,1.6959646,1.6713259,1.6909105,1.7130222,1.7101793,.4160151731978204,.44254914,.45013031,.47855955,.68467188,.47129431,.45613202,.43717918,.37273946,24.97709978543795,44.344547,19.367447,44587,45792,48403,51092,6505,5.1125436,1.2709882,.01299579,.50943494,.016894527,89.604668
17140,"Cincinnati, OH-KY-IN",4.029976844787598,4.1996822,4.1859646,4.2007747,4.2001538,4.1824002,4.2318349,4.2625117,4.2406998,.9095632663604074,.92283022,.92004579,.9562341,1.4243196,.97589415,.96025968,.90875745,.77717614,49.45534948268357,51.253643,1.7982936,56861,59478,61870,63987,7126,11.945365,3.2143652,.09687788,2.5785503,.04060423,79.553047
17220,"Clarksburg, WV",2.419977426528931,2.4191778,2.4016728,2.3674755,2.3461187,2.3471668,2.3670826,2.355571,2.3367074,.5667743335580574,.55893511,.57781655,.58410573,.89148843,.63284671,.62288886,.56679899,.47339457,46.43228312333425,44.705288,-1.7269952,44316,47546,49467,51552,7236,1.489307,1.4389491,.048214976,.52822185,.023571765,94.502419
17260,"Clarksdale, MS",.6017272472381592,.90989703,.91375256,.89833057,.89061958,.89704537,.92531902,.97929597,1.0121588,.2081967724871805,.1966303,.21590778,.21398002,.30651194,.20562646,.20562646,.19148964,.15067139,12.86258859435717,28.280878,15.418289,28217,28728,30009,29121,904,77.531715,.36981294,.16770586,.4945173,0,20.786928
17300,"Clarksville, TN-KY",2.293790578842163,2.4618499,2.4457951,2.3182616,2.3281448,2.3182185,2.3603702,2.4210789,2.4151118,.6074997536733539,.60413337,.59714168,.58989108,.87913966,.59507006,.59541106,.5913465,.50253212,41.82484708891975,42.604012,.77916443,47816,50369,51933,53027,5211,18.433565,8.8115673,.44511971,1.8652954,.35295689,66.336525
17340,"Clearlake, CA",4.136699199676514,4.1695724,5.1199298,5.0615463,5.0480313,5.0112715,4.2657971,4.0755095,4.1230817,1.067125086573361,1.0687468,1.0509074,1.0476638,1.5998768,1.0714498,1.051448,1.0406362,.94332993,23.83917488654454,35.66922,11.830045,36132,40446,42475,47040,10908,2.0733702,20.599735,3.0002337,1.0655036,.065425657,70.500816
17380,"Cleveland, MS",.888267457485199,.86863762,.86558974,.86260682,.84834796,.86215264,.89790541,.9459163,.95255607,.2007262666993549,.19353856,.20877782,.22232722,.32746974,.21809193,.20685534,.18591443,.15016165,18.00811506234683,27.840277,9.8321619,27457,28468,29912,29854,2397,64.000877,2.1571214,.12559658,.89801556,0,32.466717
17420,"Cleveland, TN",2.280024766921997,2.5416219,2.5793314,2.5721037,2.5642476,2.5833118,2.5801694,2.6358957,2.5625715,.481523036590502,.4902238,.50279367,.48739558,.72056615,.5214389,.50824058,.4820534,.40621537,29.10652522742748,39.231094,10.124569,43293,45570,47046,49921,6628,4.1692843,5.6248622,.14849506,1.0370177,.027740836,86.765175
17460,"Cleveland-Elyria, OH",4.912948131561279,5.0626888,5.0467925,5.0612345,5.0780034,5.0630441,5.1159997,5.1608615,5.1491818,1.014796155764017,1.0406761,1.0478004,1.108914,1.6718524,1.1542444,1.1296891,1.0805624,.92017752,57.87265654356606,56.154488,-1.718169,51001,52446,54273,56008,5007,19.559551,5.8298955,.14662856,2.2609289,.017842401,69.772301
17500,"Clewiston, FL",1.635009288787842,1.7430543,1.7861884,1.8232393,1.9045302,1.7541143,1.7828703,1.8525482,1.8779862,.3893116276754114,.40368962,.40479562,.43631658,.65530437,.43539491,.43060225,.39705363,.36129299,11.18780012925466,30.456579,19.26878,37552,37966,40728,40820,3268,11.010999,53.736618,1.3723854,.87155062,0,32.038692
17540,"Clinton, IA",2.11921501159668,2.114423,2.0571733,1.9474447,1.9426739,1.9986515,2.0686233,2.0737121,2.0648067,.4574108383821495,.45418113,.4446395,.482806,.73279643,.4999809,.49489203,.49743649,.44782007,70.97243362002902,57.213661,-13.758773,50067,50295,50156,51688,1621,2.7500052,3.1379905,.30058199,.69496256,.0042635743,91.140289
17580,"Clovis, NM",1.142163872718811,1.1169536,1.0741671,1.0707892,1.0554011,1.0418895,1.037761,1.0617815,1.0486453,.2409557317081959,.23757783,.22969611,.2358889,.36593741,.23795314,.23945443,.22969609,.19929515,28.74207448959351,40.710903,11.968828,42170,41941,46182,45092,2922,4.9525456,42.168022,.77213866,1.2627684,.25939032,47.627281
17620,"Coamo, PR",,.18747927,.2004586,.20190075,.20238146,.20718864,.20430432,.2091115,.21488009,,.030285113,.04038015,.024516519,.045427669,.032688692,.031246545,.02932368,.024516519,,,,,19110,19833,19692,,.028273273,99.342003,0,0,0,.62715262
17640,"Coco, PR",,.28623578,.30697751,.31942254,.32218811,.32495368,.31112584,.31527421,.31112587,,.082966894,.07467021,.07467021,.10578279,.069139078,.064990737,.064990737,.055311263,,,,,16246,16887,18189,,.064036429,99.747414,.0071151587,.12451528,0,.05692127
17660,"Coeur d'Alene, ID",6.427115440368652,6.4395227,6.6314597,6.6587167,6.702631,6.8457317,6.9381037,6.9734998,6.928071,1.538330417233958,1.5536627,1.5627484,1.59682,2.3444066,1.712474,1.686731,1.6110165,1.4099944,43.64446155841534,49.663361,6.018899,50924,53189,54457,57242,6318,.29557213,4.6210957,1.2464881,.83713657,.1010666,90.627502
17700,"Coffeyville, KS",2.064930438995361,1.938355,1.8786213,1.824861,1.8378034,1.8666747,1.9005237,1.9045058,1.8497502,.3464548189474942,.33749479,.35541484,.36138821,.55850905,.3862772,.39225057,.35939708,.29667681,38.99500980377197,42.098728,3.1037183,42646,43977,45173,45157,2511,4.9444976,6.7556348,3.2409828,.97475475,.18142124,79.431755
17740,"Coldwater, MI",2.203384399414063,2.2523389,2.3004658,2.2427135,2.2536223,2.2683811,2.2914822,2.3030326,2.294049,.517845454862742,.54287142,.52554578,.56693488,.87302202,.59998202,.60190707,.59099835,.49153608,28.13072143282209,43.021889,14.891168,46428,48192,50536,51947,5519,2.3027601,4.7594972,.39758232,.785972,.034472458,90.405167
17780,"College Station-Bryan, TX",1.839586853981018,1.9635707,1.9368156,1.8965945,1.9072847,1.9756193,2.0739572,2.1055553,2.1196711,.4399518238947164,.45394948,.44615331,.43738261,.66249692,.47597954,.47857827,.4475708,.38780019,37.97165275874891,33.430691,-4.5409622,42948,45078,48213,50240,7292,11.134407,24.917742,.15192091,5.2920408,.054645021,56.511864
17820,"Colorado Springs, CO",5.804536819458008,6.0501089,6.0943584,6.0532694,6.0569663,6.0435958,6.1245093,6.029459,5.9805355,1.212665224291922,1.2305949,1.2447318,1.2774878,1.9109447,1.2918929,1.2602094,1.2011336,1.0302272,58.59343119462331,56.168159,-2.4252717,60335,62751,65335,68687,8352,5.8172932,16.746281,.34844601,2.6800351,.34001476,69.768402
17860,"Columbia, MO",2.894530534744263,3.0736699,3.044363,3.0361462,3.0190732,3.008939,2.9870274,2.9968877,3.0097606,.7614331586802007,.75129896,.7562291,.73801494,1.0943547,.75641173,.74436021,.7134099,.60494679,48.88927164673805,47.113342,-1.7759293,50813,52005,54043,54808,3995,8.5343943,3.2117798,.32088581,3.8837409,.077908546,80.219017
17900,"Columbia, SC",2.617159366607666,2.6768122,2.6747434,2.732209,2.7547071,2.764183,2.8184311,2.8868089,2.9046474,.5452559155180519,.55461079,.55303848,.57906634,.86498296,.59344834,.59238303,.57301074,.50580662,36.44236647231238,37.006203,.56383622,51287,52728,54491,55971,4684,33.122322,5.5498266,.23196058,2.0952883,.099238366,56.350647
17980,"Columbus, GA-AL",1.601024746894836,1.7283071,1.7533884,1.7578876,1.7671096,1.7392204,1.7972326,1.9106244,1.907987,.3591785136378692,.36396497,.38023907,.39134371,.58069742,.40289512,.39874685,.40430495,.35155803,31.83249043352729,36.160526,4.3280358,43307,44209,46695,47571,4264,41.181332,7.139905,.31997296,1.968679,.11584148,46.025387
18020,"Columbus, IN",2.132043600082398,2.2283568,2.2283568,2.2383175,2.261085,2.2587132,2.2584763,2.264405,2.2202933,.5222266786299731,.53645623,.54357105,.54926288,.85591102,.58578557,.56444114,.52270097,.42688829,52.50454171498617,49.47739,-3.0271513,55874,57331,59045,63431,7557,1.5361114,6.7554951,.21701968,7.4004922,.050920818,81.485435
18060,"Columbus, MS",1.441023707389832,1.3749692,1.3029532,1.2932845,1.2740581,1.2638336,1.2869498,1.2913952,1.2762808,.3040668964178787,.30806777,.30540052,.29739875,.44643155,.31851453,.3225154,.31518045,.2616131,27.66316267848015,38.598801,10.935638,41219,43198,45355,50441,9222,43.732883,2.0355029,.14032121,1.0177515,.01690617,51.741337
18100,"Columbus, NE",.9947909712791443,.97482932,.99901402,1.1813295,1.024439,1.0647467,1.0535846,1.0988533,1.1062949,.1916171927557532,.19905865,.20463975,.22882444,.34416685,.25424939,.25486949,.25610974,.22076286,74.50816241177645,59.976044,-14.532119,58473,58679,62617,62305,3832,.53957921,18.981733,.44613251,.75058782,.015072044,78.362572
18140,"Columbus, OH",4.613735198974609,4.8013248,4.9040484,4.8968534,4.903677,4.8872871,4.958045,5.0574484,5.0428834,1.021815083205761,1.0356785,1.0696174,1.1088372,1.6656177,1.1567194,1.1442375,1.1006073,.94052184,53.09481019586542,53.156071,.061260514,57440,60170,62898,65150,7710,15.333525,4.1908574,.1457338,4.2297935,.030224843,72.796967
18180,"Concord, NH",4.550739765167236,4.4861021,4.5134683,4.4814105,4.4827137,4.4704642,4.4881868,4.5235023,4.4988728,.9844598453727764,1.0133313,1.0082489,1.0191954,1.5338755,1.070279,1.0530773,1.0203682,.86242622,70.90786916559392,63.061085,-7.8467846,67181,69856,72478,75737,8556,1.3607529,2.1565266,.24947138,2.0911572,.010005536,92.424477
18220,"Connersville, IN",1.384694337844849,1.4933659,1.8542165,1.7834342,1.7922242,1.7774199,1.8782731,1.8903015,1.8690206,.3441958711958031,.32198969,.62454891,.60373068,.86604118,.5801366,.56625772,.56163144,.51074225,28.62414985895157,41.608498,12.984347,40851,41476,43317,46175,5324,2.3713028,1.2460119,.24575321,.034491681,0,95.507462
18260,"Cookeville, TN",2.631669998168945,2.9321585,2.9358783,2.961916,2.9773262,2.9961014,3.0159395,3.0046036,2.9975183,.5064743322285399,.53191209,.53084928,.53005224,.79653966,.55777258,.53403759,.5170334,.47540858,20.87367153309641,29.729452,8.8557806,35567,36898,39453,41913,6346,1.6673112,4.8643398,.26889214,.96675271,.082736045,90.671509
18300,"Coos Bay, OR",2.213746786117554,3.0310438,3.094974,3.0996747,2.4801085,2.136888,2.1253924,2.1236238,2.1284876,.5153072287422539,.74083823,.83109266,.81793058,.98337531,.60043329,.58628464,.50935137,.41473228,28.84584277016776,33.774506,4.9286628,39110,40848,43308,45051,5941,.40511259,6.4990735,1.895236,1.0237728,.047106113,85.255783
18380,"Cordele, GA",.6360545158386231,.63124883,.6597569,.67808342,.69030118,.68487108,.74052954,.76360744,.77786148,.1323586029505793,.11810462,.13235864,.13948563,.21075568,.15747283,.15340026,.14729139,.12285596,3.214814254215785,26.099297,22.884481,31672,33194,35096,36042,4370,45.542202,3.4429622,0,.1893189,.11447189,49.883327
18420,"Corinth, MS",1.434131026268005,1.3035672,1.3588176,1.4296074,1.4209745,1.4221256,1.6229843,2.0506003,1.9988029,.227908402197935,.25208053,.24344763,.25467038,.36430815,.24920291,.24057001,.22733289,.18071526,10.92394018173218,30.66334,19.739399,38892,38919,40180,42086,3194,11.933136,3.1787543,.0026961446,.2965759,0,82.866005
18460,"Cornelia, GA",2.060225486755371,2.1718132,2.1590295,2.187438,2.177495,2.1893318,2.2262626,2.2144258,2.2153728,.4616346836354081,.46305501,.4786796,.47725916,.7286725,.50377357,.50566745,.49335718,.42707118,16.7184874266386,39.874516,23.156029,41600,44474,49140,50563,8963,3.1909649,14.787344,.085152157,1.9360911,.17702684,77.293503
18500,"Corning, NY",2.181034088134766,2.2675791,2.4647944,2.4925153,2.67785,2.7298601,2.7100594,2.3800471,2.3335814,.5805572446934054,.59164566,.58214134,.60511017,.89974499,.61012638,.60352612,.58557343,.48260966,52.30970320557103,44.742428,-7.5672755,48823,50157,51789,53663,4840,1.5660326,1.646927,.1068221,1.5349194,.0031113231,93.567856
18580,"Corpus Christi, TX",1.889266014099121,2.0044827,2.0162439,2.0117269,2.003233,1.9394281,1.871021,1.8770436,1.8318746,.3734542456918107,.38623792,.38214716,.4252708,.6860581,.46333778,.42572534,.39084005,.32879654,33.61459649310393,37.182465,3.567868,51675,52883,54499,56013,4338,3.2845795,62.810699,.24034648,1.8464676,.056936447,30.868887
18620,"Corsicana, TX",1.46234118938446,1.824271,1.9280432,1.9168406,1.906031,1.896597,1.9587033,1.9866118,1.9370841,.3443355684001368,.34669402,.37381634,.37499559,.53301257,.3525902,.35023171,.36005867,.31642708,36.04382451623678,33.394066,-2.6497586,43388,45103,47920,48529,5141,12.199204,27.255842,.25104603,.67966121,1.3409531,56.048576
18660,"Cortland, NY",1.909816265106201,2.8878944,2.8329978,2.7839236,2.7054603,2.7232046,2.7315223,2.7686746,2.7431669,.4470466885727361,.67872173,.68870294,.67206764,1.0180826,.69092095,.65376872,.63380635,.55728376,63.47065302530925,43.703197,-19.767456,50910,52451,54489,56023,5113,1.897002,2.7013476,.22354539,.76047218,0,92.61882
18700,"Corvallis, OR",4.966954708099365,4.848485,4.8173251,4.8204408,4.8069382,4.7783751,4.827971,4.8253746,4.7529278,1.132663190381709,1.1287684,1.1692764,1.1883618,1.7504089,1.2326348,1.2071875,1.1635636,.96881413,48.6485562854343,49.993477,1.3449206,52015,54682,58655,62077,10062,1.0284611,7.3978949,.52685302,7.0642214,.23269343,80.216667
18740,"Coshocton, OH",1.533375144004822,1.536868,1.5272324,1.5145857,1.5573435,1.6031122,1.6171641,1.5938783,1.5481094,.3408570895466481,.36012816,.35169706,.36012816,.54079449,.38421699,.37779331,.37859628,.29629272,31.64110703468323,44.561569,12.920463,43380,43251,44491,46606,3226,1.1452781,1.0632772,.22960229,.29246959,0,95.872627
18780,"Craig, CO",1.482679009437561,1.8860662,1.7936875,1.8129331,1.8963305,1.9117271,1.9926977,2.077548,2.1546848,.4772901697767514,.48498845,.52347958,.46574289,.77752119,.52861178,.53224313,.49624601,.43710789,53.87803268432617,37.157185,-16.720848,53664,53010,52807,57229,3565,.99032527,15.570961,.54086995,.13712196,0,80.315384
18820,"Crawfordsville, IN",2.114465951919556,2.2544811,2.2191367,2.1901035,2.176218,2.1526549,2.2140872,2.1703274,2.1358242,.4796768504291846,.50492299,.48725072,.50492299,.72077757,.4897753,.50323993,.515863,.42581838,51.61092483997345,57.3437,5.7327757,50253,53075,53610,55522,5269,.72348315,4.7953615,.17238227,.82012171,.028730378,91.877136
18860,"Crescent City, CA",1.103450775146484,1.1847713,1.2016279,1.2112602,1.1952064,1.2088522,1.2112601,1.2120628,1.2096547,.2961928277771088,.29137668,.30100897,.26970404,.4190045,.28094172,.2729148,.25605831,.22555606,15.43042463064194,26.498203,11.067779,42363,41287,45258,45283,2920,3.2696855,19.745409,7.0667396,3.1351154,.1600291,61.931259
18880,"Crestview-Fort Walton Beach-Destin, FL",6.333570957183838,6.7048268,6.7172122,7.5550222,7.9994631,7.9138336,7.9702578,8.050746,7.9503984,1.427662867407445,1.4393787,1.4688358,1.5975678,2.3820705,1.626948,1.5804538,1.5095441,1.3067452,40.64554328244665,40.478493,-.16705054,55199,57421,59877,62161,6962,8.2652102,8.5000887,.25252154,2.4675066,.066162847,76.29348
18900,"Crossville, TN",2.370774984359741,2.4860508,2.4834394,2.3855119,2.3409731,2.3264654,2.3195016,2.2916467,2.2719162,.5414298551649097,.55100495,.53620702,.51705676,.75774062,.53794795,.51241428,.48484954,.42043507,22.83878166025335,29.190641,6.3518596,40123,40994,43893,45958,5835,.66873819,2.9890571,.48635504,.35294515,0,94.427185
18980,"Cullman, AL",1.832994818687439,2.0512428,2.0856597,2.1049376,2.1078649,2.1020103,2.1422281,2.1501188,2.1195667,.4192311757212456,.42370936,.45812619,.47115779,.71475482,.49559388,.49126667,.45868525,.40050986,25.95782613754273,33.167133,7.2093072,39297,40997,42558,44918,5621,1.2479935,4.3583212,.28242791,.37898448,0,91.884422
19000,"Cullowhee, NC",3.668816566467285,4.1475554,4.1475554,4.1285725,4.1376362,4.1629472,4.2142529,4.2570076,4.2464042,.9972452292008796,.96454775,.98917449,.97480887,1.4652917,1.011065,.99567318,.94984013,.82602227,24.96943548747472,34.42009,9.450654,40278,45078,44028,45288,5010,1.7395713,5.7851672,12.713731,.62239939,0,75.936218
19060,"Cumberland, MD-WV",.5523437261581421,.56356299,.56148207,.55732048,.55824524,.55604881,.55963248,.56830269,.58836335,.1193019507421691,.12034237,.11860833,.1264115,.191438,.13144022,.13444589,.12935938,.11248802,31.52475821226835,39.625858,8.1011,40302,42169,44647,47330,7028,6.6918836,1.548493,.095323086,.78996474,.01521113,88.902977
19100,"Dallas-Fort Worth-Arlington, TX",6.364326477050781,6.6971159,6.7316589,6.7643785,6.8108397,6.7819676,6.9088836,7.175889,7.1606326,1.254346973288285,1.2922803,1.2985212,1.3564224,2.0397155,1.4097686,1.3862699,1.3313713,1.1482816,57.58170943600791,46.607666,-10.974044,61330,63870,66982,70281,8951,15.544262,28.920359,.29266474,6.8445168,.097231634,46.030624
