cbsa,city_name,month,year,month_year,com_vac,rev_dec,spend_all,vd,havd,pop19,prosp19_ui,recovery19_ui,unemp_percent,change_medinc_1619
10180,"Abilene, TX",10,2019,102019,,,,2.237327098846436,.5451613068580627,170669,37.603764,.29568848,3,6038
10180,"Abilene, TX",10,2020,102020,,,,2.235162019729614,.4392130672931671,170669,37.603764,.29568848,5.1,6038
10180,"Abilene, TX",11,2018,112018,,,,2.010670185089111,.4233147333749163,170669,37.603764,.29568848,3.2,6038
10180,"Abilene, TX",11,2019,112019,,,,2.223963022232056,.5470045804977417,170669,37.603764,.29568848,3,6038
10180,"Abilene, TX",11,2020,112020,,,,2.246392011642456,.3843114376068115,170669,37.603764,.29568848,6.2,6038
10180,"Abilene, TX",1,2019,12019,,,,2.008873701095581,.4449378848075867,170669,37.603764,.29568848,3.2,6038
10180,"Abilene, TX",1,2020,12020,,,,2.321198225021362,.5875576138496399,170669,37.603764,.29568848,3,6038
10180,"Abilene, TX",12,2019,122019,,,,2.229493141174316,.5552995204925537,170669,37.603764,.29568848,3,6038
10180,"Abilene, TX",2,2020,22020,,,,2.293548345565796,.5663594603538513,170669,37.603764,.29568848,3,6038
10180,"Abilene, TX",3,2020,32020,,,,2.097907781600952,.4961943328380585,170669,37.603764,.29568848,4.4,6038
10180,"Abilene, TX",4,2019,42019,,,,1.994735598564148,.4624027609825134,170669,37.603764,.29568848,3,6038
10180,"Abilene, TX",4,2020,42020,,,,2.133261203765869,.5257247090339661,170669,37.603764,.29568848,9.5,6038
10180,"Abilene, TX",5,2020,52020,,,,2.13034987449646,.5228133201599121,170669,37.603764,.29568848,9.1,6038
10180,"Abilene, TX",6,2020,62020,,,,2.238073348999023,.4887077212333679,170669,37.603764,.29568848,6,6038
10180,"Abilene, TX",7,2020,72020,,,,2.262612819671631,.4920350909233093,170669,37.603764,.29568848,5.9,6038
10180,"Abilene, TX",8,2019,82019,,,,2.015555381774902,.5107516050338745,170669,37.603764,.29568848,2.9,6038
10180,"Abilene, TX",8,2020,82020,,,,2.263860464096069,.491619199514389,170669,37.603764,.29568848,4.9,6038
10180,"Abilene, TX",9,2019,92019,,,,2.227649927139282,.5354838967323303,170669,37.603764,.29568848,2.9,6038
10180,"Abilene, TX",9,2020,92020,,,,2.243480443954468,.4787256121635437,170669,37.603764,.29568848,6,6038
10380,"Adrian, MI",10,2019,102019,,,,.2771986722946167,.0456711761653423,301107,54.187447,-1.2860708,10.8,
10380,"Adrian, MI",10,2020,102020,,,,.420978307723999,.0372135490179062,301107,54.187447,-1.2860708,9.5,
10380,"Adrian, MI",11,2018,112018,,,,.420978307723999,.0372135490179062,301107,54.187447,-1.2860708,11.1,
10380,"Adrian, MI",11,2019,112019,,,,.2740270495414734,.0482084639370441,301107,54.187447,-1.2860708,11.2,
10380,"Adrian, MI",11,2020,112020,,,,.4353562593460083,.0327732972800732,301107,54.187447,-1.2860708,9.5,
10380,"Adrian, MI",1,2019,12019,,,,.2841762006282806,.0401737205684185,301107,54.187447,-1.2860708,11.3,
10380,"Adrian, MI",1,2020,12020,,,,.2708554565906525,.0488427840173244,301107,54.187447,-1.2860708,11.4,
10380,"Adrian, MI",12,2019,122019,,,,.2687410414218903,.0431338883936405,301107,54.187447,-1.2860708,11.6,
10380,"Adrian, MI",2,2020,22020,,,,.3074346780776978,.0473627001047134,301107,54.187447,-1.2860708,11.5,
10380,"Adrian, MI",4,2019,42019,,,,.3055317103862763,.0414423644542694,301107,54.187447,-1.2860708,11.2,
10380,"Adrian, MI",5,2020,52020,,,,.3171609342098236,.0441910922527313,301107,54.187447,-1.2860708,11.4,
10380,"Adrian, MI",6,2020,62020,,,,.3300588130950928,.0405966006219387,301107,54.187447,-1.2860708,11,
10380,"Adrian, MI",7,2020,72020,,,,.3645236492156982,.0384821929037571,301107,54.187447,-1.2860708,10.3,
10380,"Adrian, MI",8,2019,82019,,,,.2843876481056213,.0469398200511932,301107,54.187447,-1.2860708,10.2,
10380,"Adrian, MI",8,2020,82020,,,,.4070232212543488,.0380593128502369,301107,54.187447,-1.2860708,9.9,
10380,"Adrian, MI",9,2019,92019,,,,.280793160200119,.0418652445077896,301107,54.187447,-1.2860708,10.4,
10380,"Adrian, MI",9,2020,92020,,,,.4078689813613892,.038270752876997,301107,54.187447,-1.2860708,9.800000000000001,
10420,"Akron, OH",10,2019,102019,3.6510811,,,4.195095062255859,.943376898765564,703845,55.579983,-1.5750071,4.3,5536
10420,"Akron, OH",10,2020,102020,,,,4.246700286865234,.8358476758003235,703845,55.579983,-1.5750071,6.4,5536
10420,"Akron, OH",11,2018,112018,,,,4.072329044342041,.8912797960453294,703845,55.579983,-1.5750071,4.6,5536
10420,"Akron, OH",11,2019,112019,3.6510811,,,4.184450149536133,.9483921527862549,703845,55.579983,-1.5750071,4.2,5536
10420,"Akron, OH",11,2020,112020,,,,4.239583015441895,.7658069133758545,703845,55.579983,-1.5750071,5.8,5536
10420,"Akron, OH",1,2019,12019,2.5366545,,,4.201747894287109,.9166631102561951,703845,55.579983,-1.5750071,4.4,5536
10420,"Akron, OH",1,2020,12020,3.9334311,,,4.190386772155762,1.018298506736755,703845,55.579983,-1.5750071,4.3,5536
10420,"Akron, OH",12,2019,122019,3.6510811,,,4.177899837493897,.9773577451705933,703845,55.579983,-1.5750071,4.2,5536
10420,"Akron, OH",2,2019,22019,2.5366545,,,4.218746185302734,.77024245262146,703845,55.579983,-1.5750071,4.3,5536
10420,"Akron, OH",2,2020,22020,3.9334311,,,4.161728382110596,.9802235960960388,703845,55.579983,-1.5750071,4.3,5536
10420,"Akron, OH",3,2019,32019,2.5366545,,,4.161728382110596,.9802235960960388,703845,55.579983,-1.5750071,4.2,5536
10420,"Akron, OH",3,2020,32020,3.9334311,,,4.204511165618897,.9472662806510925,703845,55.579983,-1.5750071,5,5536
10420,"Akron, OH",4,2019,42019,2.6559143,,,4.157429218292236,.9173795580863953,703845,55.579983,-1.5750071,4.2,5536
10420,"Akron, OH",4,2020,42020,3.6323977,,,4.214132308959961,.9787906408309937,703845,55.579983,-1.5750071,16.2,5536
10420,"Akron, OH",5,2019,52019,2.6559143,,,4.214132308959961,.9787906408309937,703845,55.579983,-1.5750071,4.2,5536
10420,"Akron, OH",5,2020,52020,3.6323977,,,4.231122493743897,.978585958480835,703845,55.579983,-1.5750071,13.1,5536
10420,"Akron, OH",6,2019,62019,2.6559143,,,4.231122493743897,.978585958480835,703845,55.579983,-1.5750071,4.3,5536
10420,"Akron, OH",6,2020,62020,3.6323977,,,4.250978946685791,.9117501974105835,703845,55.579983,-1.5750071,10.9,5536
10420,"Akron, OH",7,2019,72019,2.6579223,,,4.250978946685791,.9117501974105835,703845,55.579983,-1.5750071,4.3,5536
10420,"Akron, OH",7,2020,72020,3.7901945,,,4.265820026397705,.9167654514312744,703845,55.579983,-1.5750071,9.199999999999999,5536
10420,"Akron, OH",8,2019,82019,2.6579223,,,4.167869091033936,.9640519618988037,703845,55.579983,-1.5750071,4.4,5536
10420,"Akron, OH",8,2020,82020,3.7901945,,,4.224265098571777,.9100102186203003,703845,55.579983,-1.5750071,9,5536
10420,"Akron, OH",9,2019,92019,2.6579223,,,4.180663108825684,.9319134950637817,703845,55.579983,-1.5750071,4.3,5536
10420,"Akron, OH",9,2020,92020,3.7901945,,,4.223241806030273,.9119548797607422,703845,55.579983,-1.5750071,8.300000000000001,5536
10500,"Albany, GA",10,2019,102019,,,,1.121013402938843,.2276781499385834,148436,27.875057,8.2366076,3.9,6170
10500,"Albany, GA",10,2020,102020,,,,1.36487078666687,.2376233041286469,148436,27.875057,8.2366076,5.7,6170
10500,"Albany, GA",11,2018,112018,,,,.9769183993339539,.2311354796945177,148436,27.875057,8.2366076,4.9,6170
10500,"Albany, GA",11,2019,112019,,,,1.122786641120911,.2368987500667572,148436,27.875057,8.2366076,3.8,6170
10500,"Albany, GA",11,2020,112020,,,,1.355116128921509,.2122611999511719,148436,27.875057,8.2366076,7,6170
10500,"Albany, GA",1,2019,12019,,,,1.124914407730103,.230515256524086,148436,27.875057,8.2366076,4.9,6170
10500,"Albany, GA",1,2020,12020,,,,1.135908246040344,.2610141932964325,148436,27.875057,8.2366076,3.9,6170
10500,"Albany, GA",12,2019,122019,,,,1.123495936393738,.2386719435453415,148436,27.875057,8.2366076,3.8,6170
10500,"Albany, GA",2,2020,22020,,,,1.110019564628601,.2486018389463425,148436,27.875057,8.2366076,4,6170
10500,"Albany, GA",3,2020,32020,,,,1.136710643768311,.2379244416952133,148436,27.875057,8.2366076,5.4,6170
10500,"Albany, GA",4,2019,42019,,,,1.120304107666016,.2329977303743362,148436,27.875057,8.2366076,4.5,6170
10500,"Albany, GA",4,2020,42020,,,,1.150915145874023,.2475124448537827,148436,27.875057,8.2366076,11.7,6170
10500,"Albany, GA",5,2020,52020,,,,1.16582977771759,.2499982267618179,148436,27.875057,8.2366076,8.6,6170
10500,"Albany, GA",6,2020,62020,,,,1.18323028087616,.2354386746883392,148436,27.875057,8.2366076,7.6,6170
10500,"Albany, GA",7,2020,72020,,,,1.236852049827576,.2315324395895004,148436,27.875057,8.2366076,8.4,6170
10500,"Albany, GA",8,2019,82019,,,,1.116048455238342,.2443461716175079,148436,27.875057,8.2366076,4.1,6170
10500,"Albany, GA",8,2020,82020,,,,1.252939105033875,.2326430827379227,148436,27.875057,8.2366076,6.6,6170
10500,"Albany, GA",9,2019,92019,,,,1.116757750511169,.2287420630455017,148436,27.875057,8.2366076,4,6170
10500,"Albany, GA",9,2020,92020,,,,1.252229809761047,.2308698892593384,148436,27.875057,8.2366076,7.5,6170
10540,"Albany, OR",10,2019,102019,,,,3.593959808349609,.8026845455169678,125048,47.041363,-4.3014193,3.9,9111
10540,"Albany, OR",10,2020,102020,,,,3.605369091033936,.7241610884666443,125048,47.041363,-4.3014193,6.9,9111
10540,"Albany, OR",11,2018,112018,,,,3.490268468856812,.7604026084167787,125048,47.041363,-4.3014193,4.7,9111
10540,"Albany, OR",11,2019,112019,,,,3.584563732147217,.8033556938171387,125048,47.041363,-4.3014193,3.7,9111
10540,"Albany, OR",11,2020,112020,,,,3.55771803855896,.6402684450149536,125048,47.041363,-4.3014193,6,9111
10540,"Albany, OR",1,2019,12019,,,,3.49261736869812,.7671141028404236,125048,47.041363,-4.3014193,4.8,9111
10540,"Albany, OR",1,2020,12020,,,,3.593288660049439,.8798657655715942,125048,47.041363,-4.3014193,3.8,9111
10540,"Albany, OR",12,2019,122019,,,,3.575838804244995,.8449664115905762,125048,47.041363,-4.3014193,3.6,9111
10540,"Albany, OR",2,2020,22020,,,,3.555704593658447,.8442952632904053,125048,47.041363,-4.3014193,3.8,9111
10540,"Albany, OR",3,2020,32020,,,,3.604697942733765,.8147650957107544,125048,47.041363,-4.3014193,3.8,9111
10540,"Albany, OR",4,2019,42019,,,,3.555033683776856,.7771812081336975,125048,47.041363,-4.3014193,4.6,9111
10540,"Albany, OR",4,2020,42020,,,,3.612080574035645,.855704665184021,125048,47.041363,-4.3014193,15.2,9111
10540,"Albany, OR",5,2020,52020,,,,3.607382535934448,.8510066866874695,125048,47.041363,-4.3014193,13.5,9111
10540,"Albany, OR",6,2020,62020,,,,3.626174449920654,.800000011920929,125048,47.041363,-4.3014193,10.8,9111
10540,"Albany, OR",7,2020,72020,,,,3.638255119323731,.8026845455169678,125048,47.041363,-4.3014193,10,9111
10540,"Albany, OR",8,2019,82019,,,,3.598657846450806,.8322147727012634,125048,47.041363,-4.3014193,4.2,9111
10540,"Albany, OR",8,2020,82020,,,,3.639597415924072,.7993288636207581,125048,47.041363,-4.3014193,8.1,9111
10540,"Albany, OR",9,2019,92019,,,,3.583892583847046,.801342248916626,125048,47.041363,-4.3014193,4,9111
10540,"Albany, OR",9,2020,92020,,,,3.614094018936157,.8040268421173096,125048,47.041363,-4.3014193,8.300000000000001,9111
10580,"Albany-Schenectady-Troy, NY",10,2019,102019,2.6101251,,,3.962730169296265,.922707736492157,880736,55.255795,-12.149899,3.7,7527
10580,"Albany-Schenectady-Troy, NY",10,2020,102020,,,,3.920660734176636,.8156043291091919,880736,55.255795,-12.149899,5.8,7527
10580,"Albany-Schenectady-Troy, NY",11,2018,112018,,,,3.735748052597046,.8803562208943958,880736,55.255795,-12.149899,3.5,7527
10580,"Albany-Schenectady-Troy, NY",11,2019,112019,2.6101251,,,3.936848640441895,.9193195700645447,880736,55.255795,-12.149899,3.8,7527
10580,"Albany-Schenectady-Troy, NY",11,2020,112020,,,,3.886685132980347,.7433236837387085,880736,55.255795,-12.149899,5.1,7527
10580,"Albany-Schenectady-Troy, NY",1,2019,12019,2.4070632,,,3.957742214202881,.9140490889549255,880736,55.255795,-12.149899,3.6,7527
10580,"Albany-Schenectady-Troy, NY",1,2020,12020,2.7577696,,,3.94240140914917,.9996941089630127,880736,55.255795,-12.149899,3.7,7527
10580,"Albany-Schenectady-Troy, NY",12,2019,122019,2.6101251,,,3.917649030685425,.9485894441604614,880736,55.255795,-12.149899,3.8,7527
10580,"Albany-Schenectady-Troy, NY",2,2019,22019,2.4070632,,,3.870627403259277,.7442934513092041,880736,55.255795,-12.149899,3.6,7527
10580,"Albany-Schenectady-Troy, NY",2,2020,22020,2.7577696,,,3.864285469055176,.9621420502662659,880736,55.255795,-12.149899,3.6,7527
10580,"Albany-Schenectady-Troy, NY",3,2019,32019,2.4070632,,,3.864285469055176,.9621420502662659,880736,55.255795,-12.149899,3.6,7527
10580,"Albany-Schenectady-Troy, NY",3,2020,32020,2.7577696,,,3.916331291198731,.9226135611534119,880736,55.255795,-12.149899,3.9,7527
10580,"Albany-Schenectady-Troy, NY",4,2019,42019,2.2608533,,,3.948895454406738,.9098138809204102,880736,55.255795,-12.149899,3.6,7527
10580,"Albany-Schenectady-Troy, NY",4,2020,42020,2.6542215,,,3.906731605529785,.9612950086593628,880736,55.255795,-12.149899,13,7527
10580,"Albany-Schenectady-Troy, NY",5,2019,52019,2.2608533,,,3.906731605529785,.9612950086593628,880736,55.255795,-12.149899,3.6,7527
10580,"Albany-Schenectady-Troy, NY",5,2020,52020,2.6542215,,,3.905696392059326,.9589421153068543,880736,55.255795,-12.149899,10,7527
10580,"Albany-Schenectady-Troy, NY",6,2019,62019,2.2608533,,,3.905696392059326,.9589421153068543,880736,55.255795,-12.149899,3.6,7527
10580,"Albany-Schenectady-Troy, NY",6,2020,62020,2.6542215,,,3.920943021774292,.8975788950920105,880736,55.255795,-12.149899,10.6,7527
10580,"Albany-Schenectady-Troy, NY",7,2019,72019,2.2566719,,,3.920943021774292,.8975788950920105,880736,55.255795,-12.149899,3.6,7527
10580,"Albany-Schenectady-Troy, NY",7,2020,72020,2.7550302,,,3.922825336456299,.9058610200881958,880736,55.255795,-12.149899,11.6,7527
10580,"Albany-Schenectady-Troy, NY",8,2019,82019,2.2566719,,,3.936378002166748,.9569657444953919,880736,55.255795,-12.149899,3.7,7527
10580,"Albany-Schenectady-Troy, NY",8,2020,82020,2.7550302,,,3.950212955474854,.899931788444519,880736,55.255795,-12.149899,8.9,7527
10580,"Albany-Schenectady-Troy, NY",9,2019,92019,2.2566719,,,3.928283929824829,.9145196676254273,880736,55.255795,-12.149899,3.7,7527
10580,"Albany-Schenectady-Troy, NY",9,2020,92020,2.7550302,,,3.936754465103149,.8912731409072876,880736,55.255795,-12.149899,5.7,7527
10740,"Albuquerque, NM",10,2019,102019,5.0863171,,,2.704656839370728,.5703964233398438,912108,43.941307,-1.9163582,4.5,4361
10740,"Albuquerque, NM",10,2020,102020,,,-10.34871,2.762378215789795,.5043615698814392,912108,43.941307,-1.9163582,7.6,4361
10740,"Albuquerque, NM",11,2018,112018,,,,2.477689743041992,.5704774498038256,912108,43.941307,-1.9163582,4.7,4361
10740,"Albuquerque, NM",11,2019,112019,5.0863171,,,2.70963191986084,.57298344373703,912108,43.941307,-1.9163582,4.5,4361
10740,"Albuquerque, NM",11,2020,112020,,,-14.80724,2.755677223205566,.4558627307415009,912108,43.941307,-1.9163582,7,4361
10740,"Albuquerque, NM",1,2019,12019,5.1919055,,,2.657560586929321,.5682074427604675,912108,43.941307,-1.9163582,4.7,4361
10740,"Albuquerque, NM",1,2020,12020,5.2943959,,.81252635,2.702932119369507,.6188194155693054,912108,43.941307,-1.9163582,4.5,4361
10740,"Albuquerque, NM",12,2019,122019,5.0863171,,,2.696431636810303,.5897656083106995,912108,43.941307,-1.9163582,4.5,4361
10740,"Albuquerque, NM",2,2019,22019,5.1919055,,,2.716931104660034,.4470387101173401,912108,43.941307,-1.9163582,4.7,4361
10740,"Albuquerque, NM",2,2020,22020,5.2943959,,-1.1256446,2.664724349975586,.5951386094093323,912108,43.941307,-1.9163582,4.5,4361
10740,"Albuquerque, NM",3,2019,32019,5.1919055,,,2.664724349975586,.5951386094093323,912108,43.941307,-1.9163582,4.7,4361
10740,"Albuquerque, NM",3,2020,32020,5.2943959,,-11.838806,2.690923690795898,.5753517150878906,912108,43.941307,-1.9163582,5.8,4361
10740,"Albuquerque, NM",4,2019,42019,5.3509121,,,2.695436477661133,.5613751411437988,912108,43.941307,-1.9163582,4.7,4361
10740,"Albuquerque, NM",4,2020,42020,5.2117081,,-32.483334,2.727745532989502,.5961843132972717,912108,43.941307,-1.9163582,12.8,4361
10740,"Albuquerque, NM",5,2019,52019,5.3509121,,,2.727745532989502,.5961843132972717,912108,43.941307,-1.9163582,4.6,4361
10740,"Albuquerque, NM",5,2020,52020,5.2117081,,-21.237097,2.732190847396851,.594724714756012,912108,43.941307,-1.9163582,9.4,4361
10740,"Albuquerque, NM",6,2019,62019,5.3509121,,,2.732190847396851,.594724714756012,912108,43.941307,-1.9163582,4.6,4361
10740,"Albuquerque, NM",6,2020,62020,5.2117081,,-15.773334,2.749971389770508,.5528604388237,912108,43.941307,-1.9163582,8.300000000000001,4361
10740,"Albuquerque, NM",7,2019,72019,5.1907573,,,2.749971389770508,.5528604388237,912108,43.941307,-1.9163582,4.6,4361
10740,"Albuquerque, NM",7,2020,72020,5.0226588,,-16.119354,2.773723363876343,.5545190572738648,912108,43.941307,-1.9163582,12.5,4361
10740,"Albuquerque, NM",8,2019,82019,5.1907573,,,2.699615478515625,.5951386094093323,912108,43.941307,-1.9163582,4.5,4361
10740,"Albuquerque, NM",8,2020,82020,5.0226588,,-14.925806,2.769742488861084,.5524623394012451,912108,43.941307,-1.9163582,10.8,4361
10740,"Albuquerque, NM",9,2019,92019,5.1907573,,,2.686348915100098,.5609771609306335,912108,43.941307,-1.9163582,4.5,4361
10740,"Albuquerque, NM",9,2020,92020,5.0226588,,-12.151999,2.768083810806274,.5490123629570007,912108,43.941307,-1.9163582,9.5,4361
10780,"Alexandria, LA",10,2019,102019,,,,1.023948431015015,.2123644798994064,153310,32.999977,1.5729476,5.6,4531
10780,"Alexandria, LA",10,2020,102020,,,,1.136741280555725,.2176282405853272,153310,32.999977,1.5729476,6.6,4531
10780,"Alexandria, LA",11,2018,112018,,,,.9653932452201843,.1916378048584424,153310,32.999977,1.5729476,5.3,4531
10780,"Alexandria, LA",11,2019,112019,,,,1.020742893218994,.2124011218547821,153310,32.999977,1.5729476,5.7,4531
10780,"Alexandria, LA",11,2020,112020,,,,1.144603133201599,.1997605711221695,153310,32.999977,1.5729476,6,4531
10780,"Alexandria, LA",1,2019,12019,,,,1.049310445785523,.2056012749671936,153310,32.999977,1.5729476,5,4531
10780,"Alexandria, LA",1,2020,12020,,,,.9868924617767334,.2242641448974609,153310,32.999977,1.5729476,5.6,4531
10780,"Alexandria, LA",12,2019,122019,,,,.9784296154975891,.2053855955600739,153310,32.999977,1.5729476,5.8,4531
10780,"Alexandria, LA",2,2020,22020,,,,.9660609364509583,.2112444490194321,153310,32.999977,1.5729476,5.7,4531
10780,"Alexandria, LA",3,2020,32020,,,,.9914492964744568,.2109189629554749,153310,32.999977,1.5729476,7.2,4531
10780,"Alexandria, LA",4,2019,42019,,,,1.045252561569214,.2086447179317474,153310,32.999977,1.5729476,4.8,4531
10780,"Alexandria, LA",4,2020,42020,,,,.9888453483581543,.221009224653244,153310,32.999977,1.5729476,10.9,4531
10780,"Alexandria, LA",5,2020,52020,,,,1.002516031265259,.2200327515602112,153310,32.999977,1.5729476,10.2,4531
10780,"Alexandria, LA",6,2020,62020,,,,1.009351372718811,.2105934619903565,153310,32.999977,1.5729476,6.4,4531
10780,"Alexandria, LA",7,2020,72020,,,,1.139807820320129,.230177566409111,153310,32.999977,1.5729476,6.4,4531
10780,"Alexandria, LA",8,2019,82019,,,,1.034769654273987,.2208184748888016,153310,32.999977,1.5729476,5.3,4531
10780,"Alexandria, LA",8,2020,82020,,,,1.145883917808533,.2298201471567154,153310,32.999977,1.5729476,5.3,4531
10780,"Alexandria, LA",9,2019,92019,,,,1.029359102249146,.2093210369348526,153310,32.999977,1.5729476,5.4,4531
10780,"Alexandria, LA",9,2020,92020,,,,1.138020753860474,.2344665825366974,153310,32.999977,1.5729476,5.5,4531
10900,"Allentown-Bethlehem-Easton, PA-NJ",10,2019,102019,4.859354,,,4.676228523254395,1.103400588035584,837610,56.843716,-11.765682,4.7,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",10,2020,102020,,,,4.551772594451904,.8774824142456055,837610,56.843716,-11.765682,7.2,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",11,2018,112018,,,,4.452877521514893,1.082425981379503,837610,56.843716,-11.765682,4.3,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",11,2019,112019,4.859354,,,4.619620323181152,1.101957082748413,837610,56.843716,-11.765682,4.8,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",11,2020,112020,,,,4.540224075317383,.7953022122383118,837610,56.843716,-11.765682,6.7,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",1,2019,12019,4.8172107,,,4.578288078308106,1.113044023513794,837610,56.843716,-11.765682,4.2,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",1,2020,12020,5.012887,,,4.601685523986816,1.189035177230835,837610,56.843716,-11.765682,4.7,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",12,2019,122019,4.859354,,,4.638592720031738,1.143304944038391,837610,56.843716,-11.765682,4.9,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",2,2019,22019,4.8172107,,,4.552391052246094,.8218019604682922,837610,56.843716,-11.765682,4.2,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",2,2020,22020,5.012887,,,4.539408683776856,1.137996912002564,837610,56.843716,-11.765682,4.7,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",3,2019,32019,4.8172107,,,4.539408683776856,1.137996912002564,837610,56.843716,-11.765682,4.2,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",3,2020,32020,5.012887,,,4.612711429595947,1.112783789634705,837610,56.843716,-11.765682,5.6,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,2019,42019,4.9664702,,,4.643335819244385,1.117630124092102,837610,56.843716,-11.765682,4.2,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,2020,42020,4.7059741,,,4.684790134429932,1.156453132629395,837610,56.843716,-11.765682,16.7,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",5,2019,52019,4.9664702,,,4.684790134429932,1.156453132629395,837610,56.843716,-11.765682,4.2,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",5,2020,52020,4.7059741,,,4.698915958404541,1.154597282409668,837610,56.843716,-11.765682,14.1,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",6,2019,62019,4.9664702,,,4.698915958404541,1.154597282409668,837610,56.843716,-11.765682,4.2,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",6,2020,62020,4.7059741,,,4.582404613494873,.9464232921600342,837610,56.843716,-11.765682,14.2,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",7,2019,72019,4.6354828,,,4.582404613494873,.9464232921600342,837610,56.843716,-11.765682,4.3,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",7,2020,72020,4.9864955,,,4.599004745483398,.969828724861145,837610,56.843716,-11.765682,12.6,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",8,2019,82019,4.6354828,,,4.597347736358643,1.152688145637512,837610,56.843716,-11.765682,4.4,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",8,2020,82020,4.9864955,,,4.60724687576294,.9636839628219605,837610,56.843716,-11.765682,10.4,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",9,2019,92019,4.6354828,,,4.611680507659912,1.093605041503906,837610,56.843716,-11.765682,4.6,7211
10900,"Allentown-Bethlehem-Easton, PA-NJ",9,2020,92020,4.9864955,,,4.594151496887207,.9564661383628845,837610,56.843716,-11.765682,7.8,7211
11020,"Altoona, PA",10,2019,102019,,,,3.003828763961792,.7352116107940674,123157,54.272083,-7.3143067,5,5148
11020,"Altoona, PA",10,2020,102020,,,,3.114204168319702,.8218904733657837,123157,54.272083,-7.3143067,6.6,5148
11020,"Altoona, PA",11,2018,112018,,,,2.567470073699951,.6541851667584935,123157,54.272083,-7.3143067,4.1,5148
11020,"Altoona, PA",11,2019,112019,,,,3.011311769485474,.7676382064819336,123157,54.272083,-7.3143067,5.1,5148
11020,"Altoona, PA",11,2020,112020,,,,3.131664514541626,.6921839118003845,123157,54.272083,-7.3143067,5.9,5148
11020,"Altoona, PA",1,2019,12019,,,,2.878357172012329,.7437470555305481,123157,54.272083,-7.3143067,4,5148
11020,"Altoona, PA",1,2020,12020,,,,3.021912813186646,.8923560380935669,123157,54.272083,-7.3143067,4.9,5148
11020,"Altoona, PA",12,2019,122019,,,,3.011312007904053,.8624237775802612,123157,54.272083,-7.3143067,5.1,5148
11020,"Altoona, PA",2,2020,22020,,,,2.971402168273926,.8699068427085877,123157,54.272083,-7.3143067,4.8,5148
11020,"Altoona, PA",3,2020,32020,,,,2.999463558197022,.8430925011634827,123157,54.272083,-7.3143067,5.8,5148
11020,"Altoona, PA",4,2019,42019,,,,2.908281564712524,.7468641400337219,123157,54.272083,-7.3143067,4.1,5148
11020,"Altoona, PA",4,2020,42020,,,,3.001958131790161,.9048278331756592,123157,54.272083,-7.3143067,17.4,5148
11020,"Altoona, PA",5,2020,52020,,,,3.046856641769409,.9222882986068726,123157,54.272083,-7.3143067,13.5,5148
11020,"Altoona, PA",6,2020,62020,,,,3.057457447052002,.8973447680473328,123157,54.272083,-7.3143067,11.8,5148
11020,"Altoona, PA",7,2020,72020,,,,3.079906702041626,.898591935634613,123157,54.272083,-7.3143067,11.8,5148
11020,"Altoona, PA",8,2019,82019,,,,2.979508876800537,.7888402342796326,123157,54.272083,-7.3143067,4.8,5148
11020,"Altoona, PA",8,2020,82020,,,,3.09611988067627,.8998391032218933,123157,54.272083,-7.3143067,9.6,5148
11020,"Altoona, PA",9,2019,92019,,,,2.990109920501709,.7520484924316406,123157,54.272083,-7.3143067,4.9,5148
11020,"Altoona, PA",9,2020,92020,,,,3.123558044433594,.9235354661941528,123157,54.272083,-7.3143067,7.3,5148
11100,"Amarillo, TX",10,2019,102019,4.1885586,,,2.780149459838867,.6003084182739258,263776,47.843983,-9.6789103,2.5,3843
11100,"Amarillo, TX",10,2020,102020,,,,2.762279272079468,.5539780855178833,263776,47.843983,-9.6789103,4.5,3843
11100,"Amarillo, TX",11,2018,112018,,,,2.66340708732605,.5658916424971375,263776,47.843983,-9.6789103,2.7,3843
11100,"Amarillo, TX",11,2019,112019,4.1885586,,,2.776840209960938,.5996465682983398,263776,47.843983,-9.6789103,2.5,3843
11100,"Amarillo, TX",11,2020,112020,,,,2.735473871231079,.5013601183891296,263776,47.843983,-9.6789103,5.6,3843
11100,"Amarillo, TX",1,2019,12019,3.8002484,,,2.714625120162964,.5831000208854675,263776,47.843983,-9.6789103,2.8,3843
